,galaxy_id,is_AGN,flux_75,flux_25,vmed_75,vmed_25,W80_75,W80_25,mean_gauss,lum_25,lum_75
605,8325-12705,0.0,0.441413113592,0.441413113592,8.02330524634,8.02330524634,226.45851781,226.45851781,1.12684622068,-19.32385,-17.177
606,8481-12705,0.0,1.05599346096,1.05599346096,43.4798180912,43.4798180912,246.119231348,246.119231348,1.24692874693,-19.86,-17.27845
607,8555-12705,0.0,0.361905013186,0.361905013186,28.3624562735,28.3624562735,210.614041581,210.614041581,1.08815672306,-20.80735,-17.6787
608,8485-12705,0.0,0.613130575849,0.613130575849,30.7810206876,30.7810206876,194.184979712,194.184979712,1.1472972973,-18.8366,-16.5375
609,8551-12705,0.0,1.67854625133,1.67854625133,31.8289540531,31.8289540531,209.510407885,209.510407885,1.14884068811,-21.0893,-19.2951
610,8484-12705,0.0,0.80403186836,0.80403186836,23.80915143,23.80915143,194.497616547,194.497616547,1.13055895553,-18.5857,-16.83075
611,8447-12705,0.0,0.321777246934,0.321777246934,1.22480958523,1.22480958523,206.778999759,206.778999759,1.06461538462,-18.52705,-16.3083
612,8318-12705,0.0,1.06127608437,1.06127608437,3.67172133983,3.67172133983,203.118600962,203.118600962,1.07987828072,-20.1666,-18.05875
613,8466-12705,0.0,0.763892576392,0.763892576392,12.8689446224,12.8689446224,216.046767038,216.046767038,1.1351744186,-19.6794,-16.6462
614,8464-12705,0.0,0.799420616446,0.799420616446,10.5839144432,10.5839144432,200.271362147,200.271362147,1.13719943423,-18.3255,-16.53535
615,8320-12705,0.0,0.900973655274,0.900973655274,9.85341418817,9.85341418817,215.019605,215.019605,1.10421286031,-20.99395,-18.39995
616,8312-12705,0.0,0.686698470676,0.686698470676,32.5974791204,32.5974791204,215.969776829,215.969776829,1.10218978102,-20.3565,-16.7935
617,8550-12705,0.0,0.317587544728,0.317587544728,34.7094979664,34.7094979664,237.656835162,237.656835162,1.17483443709,-22.5693,-19.0115
618,8335-12705,0.0,0.824218505206,0.824218505206,10.9016307998,10.9016307998,215.426899976,215.426899976,1.16718146718,-20.7899,-18.5307
619,8606-12705,0.0,0.526401839365,0.526401839365,10.1361999251,10.1361999251,220.324463455,220.324463455,1.083172147,-21.1315,-18.49995
620,7957-12705,0.0,0.39134428334,0.39134428334,-29.771980986,-29.771980986,265.862040783,265.862040783,1.21535181237,-21.63485,-18.6882
621,7962-12705,0.0,1.83354733807,1.83354733807,66.944836365,66.944836365,230.290625913,230.290625913,1.08603896104,-20.1163,-17.5256
622,8330-12705,0.0,0.965289678132,0.965289678132,-184.446735398,-184.446735398,812.748940919,812.748940919,1.8986784141,-22.8414,-18.56775
623,8315-12705,0.0,0.593856250149,0.593856250149,29.3249633981,29.3249633981,226.317467654,226.317467654,1.14102564103,-21.57625,-19.90325
624,8604-12705,0.0,1.20947690912,1.20947690912,10.5074434596,10.5074434596,303.441302433,303.441302433,1.22553191489,-21.5079,-17.12875
625,7992-12705,0.0,1.39456503727,1.39456503727,47.814406092,47.814406092,44.6921289583,44.6921289583,1.42424242424,-22.1138,-16.7893
626,8603-12705,0.0,51.598564412,51.598564412,-43.7652696374,-43.7652696374,82.8086825803,82.8086825803,1.0,-21.17275,-16.8152
627,8601-12705,0.0,0.611602277654,0.611602277654,3.40897867365,3.40897867365,208.759181191,208.759181191,1.1206185567,-20.8307,-17.5617
628,7960-12705,0.0,0.324087816104,0.324087816104,11.4627407459,11.4627407459,229.420090023,229.420090023,1.09853603604,-20.50265,-17.99715
629,8655-12705,0.0,1.77307583504,1.77307583504,18.5129081328,18.5129081328,201.337629911,201.337629911,1.09578544061,-20.04635,-16.29115
630,8156-12705,0.0,1.5006310269,1.5006310269,8.99070359037,8.99070359037,207.178768408,207.178768408,1.15265998458,-19.40405,-17.5285
631,8567-12705,0.0,2.71555944636,2.71555944636,-29.908772421,-29.908772421,317.600273305,317.600273305,1.48192771084,-22.9602,-18.63285
632,8077-12705,0.0,2.6480961809,2.6480961809,13.7454491918,13.7454491918,207.271466433,207.271466433,1.24289405685,-22.09785,-18.71565
633,8078-12705,0.0,0.276243610597,0.276243610597,12.2279971451,12.2279971451,214.780432333,214.780432333,1.04951237809,-19.16935,-17.09895
634,8566-12705,0.0,0.678912986698,0.678912986698,17.1688242093,17.1688242093,212.784775971,212.784775971,1.09264305177,-19.758,-17.5604
635,8155-12705,0.0,2.75244403553,2.75244403553,16.6195625961,16.6195625961,252.488326376,252.488326376,1.30769230769,-23.2995,-19.25625
636,8728-12705,0.0,0.307076131934,0.307076131934,3.1183751356,3.1183751356,221.804925209,221.804925209,1.14602803738,-21.6088,-19.17805
637,8145-12705,0.0,1.56574208844,1.56574208844,12.6663592075,12.6663592075,181.65337586,181.65337586,1.22940655447,-18.11245,-16.2989
638,8149-12705,0.0,1.42081411161,1.42081411161,-5.96999341544,-5.96999341544,424.625145231,424.625145231,1.26136363636,-22.1245,-17.77875
639,8713-12705,0.0,0.719755224931,0.719755224931,9.7133178019,9.7133178019,191.308671231,191.308671231,1.08780760626,-18.72465,-16.8671
640,8084-12705,0.0,1.04517521436,1.04517521436,29.6667331271,29.6667331271,223.314222418,223.314222418,1.14500375657,-20.3188,-17.09865
641,8726-12705,0.0,2.84468107907,2.84468107907,1.01933685276,1.01933685276,153.852223542,153.852223542,1.10080645161,-18.0757,-15.57025
642,8719-12705,0.0,0.758061013494,0.758061013494,16.7871756568,16.7871756568,182.684897151,182.684897151,1.10087719298,-18.6348,-16.37525
643,8461-12705,0.0,0.839473268032,0.839473268032,-13.657362573,-13.657362573,201.454432323,201.454432323,1.11947626841,-18.47855,-15.2023
644,8718-12705,0.0,1.11543490576,1.11543490576,20.2903477601,20.2903477601,183.158853094,183.158853094,1.11368735976,-17.9976,-16.332
645,8721-12705,0.0,1.54080136327,1.54080136327,10.51166907,10.51166907,209.226316445,209.226316445,1.14185228605,-18.9587,-16.766
646,8725-12705,0.0,1.47852762718,1.47852762718,-87.1235718258,-87.1235718258,233.504032194,233.504032194,1.28085867621,-22.36325,-19.1984
647,8458-12705,0.0,0.724928276592,0.724928276592,22.2130676763,22.2130676763,221.28527566,221.28527566,1.17377860235,-21.40715,-19.0294
648,10001-12705,0.0,0.966202491405,0.966202491405,-17.5607838639,-17.5607838639,223.201460018,223.201460018,1.10771369006,-20.4561,-18.15525
649,8456-12705,0.0,18.0200269388,18.0200269388,57.0320232921,57.0320232921,208.54914641,208.54914641,1.14446227929,-19.5781,-16.87855
650,8455-12705,0.0,0.68773882401,0.68773882401,-10.7599703098,-10.7599703098,229.394186037,229.394186037,1.11787072243,-19.6843,-16.9246
651,8568-12705,0.0,0.553460234903,0.553460234903,13.7326095481,13.7326095481,219.108607688,219.108607688,1.10141253169,-19.9443,-17.81645
652,8462-12705,0.0,0.606839037118,0.606839037118,34.6455318298,34.6455318298,248.007047251,248.007047251,1.12861736334,-20.8122,-16.9826
653,8255-12705,0.0,0.289254784082,0.289254784082,31.3801785052,31.3801785052,185.449689341,185.449689341,1.13121546961,-21.33935,-18.18855
654,8449-12705,0.0,0.540598216289,0.540598216289,37.5016241464,37.5016241464,229.710252964,229.710252964,1.09697601668,-21.1565,-17.0227
655,8338-12705,0.0,0.298072974328,0.298072974328,-27.744372999,-27.744372999,325.138205844,325.138205844,1.74157303371,-23.0602,-18.03255
656,8450-12705,0.0,3.10839390517,3.10839390517,-57.2012423422,-57.2012423422,233.335012779,233.335012779,1.25974025974,-22.114,-17.6211
657,8454-12705,0.0,0.728814282596,0.728814282596,-28.2123070681,-28.2123070681,361.827459052,361.827459052,1.28191489362,-21.58505,-17.23555
658,8716-12705,0.0,5.49271318485,5.49271318485,8.09353957132,8.09353957132,197.677725627,197.677725627,1.13477537438,-19.4095,-17.47
659,8717-12705,0.0,1.33253908105,1.33253908105,1.54481516724,1.54481516724,195.906704316,195.906704316,1.12403100775,-17.4671,-15.26755
660,8239-12705,0.0,0.458587887821,0.458587887821,27.8673983161,27.8673983161,213.74856397,213.74856397,1.1441806601,-21.545,-19.29235
661,8724-12705,0.0,0.519025214786,0.519025214786,6.97950221757,6.97950221757,205.225796944,205.225796944,1.11967545639,-19.21525,-16.30925
662,8711-12705,0.0,0.905363011069,0.905363011069,20.7359453447,20.7359453447,188.42974049,188.42974049,1.05614035088,-17.975,-15.4862
663,8241-12705,0.0,0.772871895157,0.772871895157,30.0881997829,30.0881997829,228.44751656,228.44751656,1.11361737678,-20.06945,-17.2276
664,8720-12705,0.0,0.919338620952,0.919338620952,22.9347330488,22.9347330488,241.408704062,241.408704062,1.54621848739,-23.04985,-17.95285
665,8591-12705,0.0,0.798079852399,0.798079852399,36.2530112753,36.2530112753,209.040935577,209.040935577,1.11479500891,-21.27795,-18.70105
666,8592-12705,0.0,0.374900044907,0.374900044907,-27.6968614431,-27.6968614431,748.942867898,748.942867898,2.0,-22.786,-18.99295
667,8949-12705,0.0,0.0588986207666,0.0588986207666,-136.431709218,-136.431709218,105.13178914,105.13178914,1.125,-18.24175,-14.55875
668,8952-12705,0.0,2.7915868804,2.7915868804,-11.1337782619,-11.1337782619,263.082253114,263.082253114,1.2152866242,-21.41545,-18.81165
669,8600-12705,0.0,0.525304495979,0.525304495979,5.81839332328,5.81839332328,201.342716523,201.342716523,1.16554054054,-19.91085,-17.4063
670,8934-12705,0.0,1.46731433228,1.46731433228,-64.8235549909,-64.8235549909,78.2929131588,78.2929131588,1.0303030303,-19.9856,-15.7984
671,8333-12705,0.0,0.720383580789,0.720383580789,-0.214941642965,-0.214941642965,170.894067484,170.894067484,1.13596138375,-19.91725,-17.5829
672,8547-12705,0.0,0.711890136712,0.711890136712,0.46741938134,0.46741938134,202.538960176,202.538960176,1.19185423365,-18.54975,-16.4191
673,8595-12705,0.0,0.611772862365,0.611772862365,34.3774805964,34.3774805964,236.694379157,236.694379157,1.20922229869,-22.1119,-19.26125
674,8987-12705,0.0,0.653479912892,0.653479912892,39.1369676792,39.1369676792,205.031866374,205.031866374,1.09917355372,-18.6955,-16.3398
675,8943-12705,0.0,0.22898066813,0.22898066813,-47.7381643429,-47.7381643429,479.233226848,479.233226848,1.97272727273,-23.16015,-19.3942
676,8948-12705,0.0,0.62205524523,0.62205524523,55.5066666042,55.5066666042,223.223952423,223.223952423,1.13900897905,-20.9621,-18.8263
677,8939-12705,0.0,2.7974107316,2.7974107316,53.6959047851,53.6959047851,326.128461848,326.128461848,1.28877005348,-20.8779,-16.7089
678,8946-12705,0.0,0.313671574045,0.313671574045,3.03514381972,3.03514381972,382.228434513,382.228434513,2.0,-22.8093,-18.31425
679,8947-12705,0.0,1.71750055921,1.71750055921,-4.08813977774,-4.08813977774,187.238715931,187.238715931,1.1329787234,-20.01715,-16.61045
680,8945-12705,0.0,0.704289497406,0.704289497406,17.4228486427,17.4228486427,202.609111595,202.609111595,1.09833746021,-19.8281,-17.749
681,8980-12705,0.0,1.39986721707,1.39986721707,29.9383602328,29.9383602328,198.622230855,198.622230855,1.15808014091,-19.21735,-17.32485
682,8597-12705,0.0,1.20698280647,1.20698280647,9.23155309443,9.23155309443,202.830618074,202.830618074,1.06801470588,-19.24255,-17.01545
683,8950-12705,0.0,2.05219187527,2.05219187527,-3.08078498005,-3.08078498005,342.635300011,342.635300011,1.21153846154,-20.6434,-17.57035
684,8931-12705,0.0,11.6597645966,11.6597645966,40.2076677822,40.2076677822,79.9361022382,79.9361022382,1.36,-18.80135,-15.11775
685,9029-12705,0.0,0.826137112825,0.826137112825,36.6223066156,36.6223066156,196.952845377,196.952845377,1.18746867168,-21.0617,-18.2801
686,9042-12705,0.0,3.27224437002,3.27224437002,33.9556460791,33.9556460791,166.431963227,166.431963227,1.41396508728,-22.8549,-18.8485
687,9026-12705,0.0,0.733279567785,0.733279567785,33.7678202776,33.7678202776,282.425430242,282.425430242,1.19887955182,-21.53135,-17.59185
688,9049-12705,0.0,2.29371612269,2.29371612269,-6.41755794462,-6.41755794462,280.299347138,280.299347138,1.14782608696,-21.91735,-16.512
689,9002-12705,0.0,0.676368203449,0.676368203449,7.54476296157,7.54476296157,223.444407418,223.444407418,1.16227018385,-20.64495,-18.53245
690,8613-12705,0.0,0.831222655642,0.831222655642,-9.16994342557,-9.16994342557,139.55363726,139.55363726,1.26923076923,-24.0311,-19.61945
691,9041-12705,0.0,0.382912357811,0.382912357811,9.70860421427,9.70860421427,223.284124716,223.284124716,1.32183908046,-22.0828,-17.4701
692,8553-12705,0.0,1.28388746545,1.28388746545,0.741463436054,0.741463436054,222.680372027,222.680372027,1.20689655172,-19.55915,-17.0597
693,7443-1901,0.0,1.18827348925,1.18827348925,9.52669282533,9.52669282533,266.236694106,266.236694106,1.28110599078,-18.252,-16.27085
694,7495-1901,0.0,51.6124102441,51.6124102441,-42.2093880073,-42.2093880073,94.1877611227,94.1877611227,1.15384615385,-19.0697,-15.01715
695,7815-1901,0.0,0.480233453927,0.480233453927,33.9486019953,33.9486019953,264.159826036,264.159826036,1.25547445255,-18.4894,-14.23395
696,8341-1901,0.0,0.320985238518,0.320985238518,138.489527919,138.489527919,373.690983324,373.690983324,1.27314814815,-20.3847,-16.71595
697,8329-1901,0.0,1.42480032261,1.42480032261,55.5799309622,55.5799309622,275.281020393,275.281020393,1.30754352031,-20.4325,-15.903
698,8319-1901,0.0,5.20333306593,5.20333306593,42.2511482135,42.2511482135,223.648412545,223.648412545,1.171875,-19.9656,-15.84555
699,8243-1901,0.0,1.31728942726,1.31728942726,-1.90195681936,-1.90195681936,214.434404957,214.434404957,1.21875,-19.36295,-15.97095
700,8439-1901,0.0,0.754157483519,0.754157483519,15.6211600402,15.6211600402,203.116039981,203.116039981,1.43162393162,-17.229,-15.1799
701,8326-1901,0.0,0.197591043264,0.197591043264,-208.586261936,-208.586261936,300.359424927,300.359424927,1.6,-20.5483,-16.17575
702,8602-1901,0.0,0.625441347036,0.625441347036,-26.1944524632,-26.1944524632,410.261763006,410.261763006,1.42045454545,-20.4195,-15.9915
703,8588-1901,0.0,0.569969925341,0.569969925341,19.6025645184,19.6025645184,294.102650052,294.102650052,1.16071428571,-18.5522,-15.4972
704,8615-1901,0.0,15.4010836343,15.4010836343,23.3869711404,23.3869711404,219.95831061,219.95831061,1.59512195122,-18.74085,-17.6672
705,7991-1901,0.0,2.58020869948,2.58020869948,35.7681441542,35.7681441542,429.772066196,429.772066196,1.73507462687,-21.9366,-20.8578
706,7977-1901,0.0,13.0295368868,13.0295368868,67.8219197622,67.8219197622,149.968745662,149.968745662,1.21739130435,-19.04315,-14.71895
707,7975-1901,0.0,10.055857659,10.055857659,23.0287115162,23.0287115162,258.201852084,258.201852084,1.41098169717,-19.33775,-18.65425
708,7990-1901,0.0,3.22335138961,3.22335138961,73.8458915687,73.8458915687,361.058261845,361.058261845,1.36329588015,-21.45485,-16.9079
709,8459-1901,0.0,0.667030106624,0.667030106624,32.4844459895,32.4844459895,233.522784602,233.522784602,1.22315789474,-17.9074,-14.7068
710,8483-1901,0.0,0.400018671762,0.400018671762,28.1435054735,28.1435054735,205.875694435,205.875694435,1.22611464968,-17.3764,-14.2998
711,8618-1901,0.0,1.88122726508,1.88122726508,8.18186704587,8.18186704587,205.100410776,205.100410776,1.26610644258,-17.32055,-15.46225
712,8317-1901,0.0,0.40127232095,0.40127232095,-4.38323068367,-4.38323068367,416.290033516,416.290033516,1.98780487805,-26.1389,-22.027
713,8261-1901,0.0,0.406542198332,0.406542198332,-7.23390674915,-7.23390674915,227.468120982,227.468120982,1.10495626822,-18.23985,-16.0504
714,8451-1901,0.0,0.0809399889805,0.0809399889805,21.0263578776,21.0263578776,99.6206070309,99.6206070309,1.3,-18.7651,-14.99115
715,8482-1901,0.0,5.3946092074,5.3946092074,42.4858688144,42.4858688144,433.037908586,433.037908586,1.61538461538,-22.321,-17.68335
716,8082-1901,0.0,0.419568412423,0.419568412423,23.4456986113,23.4456986113,266.862071786,266.862071786,1.36131386861,-19.59935,-15.8025
717,8143-1901,0.0,1.43615890801,1.43615890801,18.3849339317,18.3849339317,314.660668498,314.660668498,1.30493273543,-19.5955,-16.42235
718,8256-1901,0.0,18.5003337561,18.5003337561,-131.922257674,-131.922257674,159.87752929,159.87752929,1.11111111111,-17.8129,-14.11295
719,8249-1901,0.0,1.64929659812,1.64929659812,-12.5754674379,-12.5754674379,283.853187847,283.853187847,1.25551470588,-18.9385,-16.02175
720,8274-1901,0.0,0.0664475200154,0.0664475200154,29.7342434427,29.7342434427,102.05489399,102.05489399,1.09090909091,-17.8129,-14.11295
721,8258-1901,0.0,1.36474055866,1.36474055866,8.61066742652,8.61066742652,257.800851976,257.800851976,1.32592592593,-18.35785,-16.10915
722,8252-1901,0.0,0.346587389927,0.346587389927,14.78043299,14.78043299,243.479820048,243.479820048,1.22959183673,-19.11065,-15.89765
723,8259-1901,0.0,0.299953016777,0.299953016777,31.8082617612,31.8082617612,299.065157726,299.065157726,1.02816901408,-18.54245,-14.51135
724,8244-1901,0.0,8.82172226537,8.82172226537,-145.661678111,-145.661678111,286.026568024,286.026568024,1.35526315789,-22.76745,-18.49535
725,8257-1901,0.0,6.51910383584,6.51910383584,39.8029819462,39.8029819462,67.492012781,67.492012781,1.18518518519,-17.9028,-13.8989
726,8440-1901,0.0,0.32842139247,0.32842139247,7.52336639042,7.52336639042,238.641775649,238.641775649,1.21739130435,-18.20345,-15.81115
727,8611-1901,0.0,0.184325862162,0.184325862162,28.1977408079,28.1977408079,159.858512098,159.858512098,1.25,-19.70775,-15.63525
728,8131-1901,0.0,4.4963183014,4.4963183014,22.9527493355,22.9527493355,847.612241485,847.612241485,2.0,-22.9162,-17.8077
729,8083-1901,0.0,0.0559365713102,0.0559365713102,8.58626203071,8.58626203071,74.9800319505,74.9800319505,1.0,-18.76125,-14.8413
730,8138-1901,0.0,0.658667993395,0.658667993395,28.1884181344,28.1884181344,265.897469083,265.897469083,1.3938547486,-18.0724,-15.40195
731,8081-1901,0.0,2.89020663878,2.89020663878,19.8466128166,19.8466128166,267.91826955,267.91826955,1.16326530612,-19.0366,-16.71045
732,8452-1901,0.0,2.0451862366,2.0451862366,20.4690843776,20.4690843776,238.355328727,238.355328727,1.29357798165,-19.3289,-16.1865
733,8133-1901,0.0,0.60872826258,0.60872826258,28.5706135992,28.5706135992,238.589685081,238.589685081,1.20408163265,-22.1102,-21.3099
734,8134-1901,0.0,1.76946409946,1.76946409946,3.5250530343,3.5250530343,356.188514227,356.188514227,1.26897689769,-21.85945,-19.5351
735,8137-1901,0.0,0.771906522419,0.771906522419,8.35871912261,8.35871912261,369.947618702,369.947618702,1.21705426357,-19.7636,-16.13345
736,8247-1901,0.0,3.18335157578,3.18335157578,2.20268693085,2.20268693085,519.789454896,519.789454896,1.42236024845,-19.789,-15.0635
737,8140-1901,0.0,0.0346543964453,0.0346543964453,47.9233227344,47.9233227344,153.654153358,153.654153358,1.75,-18.74435,-14.55035
738,8626-1901,0.0,0.0707398319986,0.0707398319986,219.382321673,219.382321673,96.6453674143,96.6453674143,1.11111111111,-18.5567,-14.2641
739,8135-1901,0.0,1.86165768188,1.86165768188,30.1879198511,30.1879198511,261.993408977,261.993408977,1.3937007874,-18.48195,-15.7325
740,8250-1901,0.0,0.0594503689744,0.0594503689744,-23.9616612927,-23.9616612927,40.1357827485,40.1357827485,1.16666666667,-20.14785,-16.7562
741,8612-1901,0.0,5.67191333703,5.67191333703,-276.252114221,-276.252114221,934.316857754,934.316857754,2.0,-23.5246,-21.71665
742,8616-1901,0.0,2.16041099388,2.16041099388,2.62304570162,2.62304570162,234.637205062,234.637205062,1.41528239203,-17.95455,-16.0666
743,8253-1901,0.0,0.613194025624,0.613194025624,-1.06560267828,-1.06560267828,313.494562553,313.494562553,1.25961538462,-20.34355,-16.6127
744,8263-1901,0.0,1.9681801734,1.9681801734,12.922337015,12.922337015,203.78936352,203.78936352,1.24500907441,-19.0762,-17.3191
745,8254-1901,0.0,1.79335783501,1.79335783501,20.5442218063,20.5442218063,213.29309229,213.29309229,1.24008810573,-17.77685,-15.816
746,8448-1901,0.0,6.45609091557,6.45609091557,1.61155200138,1.61155200138,224.370355263,224.370355263,1.14945652174,-18.01665,-15.8058
747,8548-1901,0.0,2.34884792446,2.34884792446,68.5603035656,68.5603035656,150.000000003,150.000000003,1.25,-18.73985,-15.4294
748,8549-1901,0.0,1.62555699951,1.62555699951,23.3917995321,23.3917995321,198.902386558,198.902386558,1.13180515759,-17.6217,-15.8883
749,8465-1901,0.0,0.709806225134,0.709806225134,12.5272092625,12.5272092625,371.188515965,371.188515965,1.21978021978,-20.24075,-16.19335
750,8552-1901,0.0,0.204736558375,0.204736558375,14.6719096101,14.6719096101,222.419513399,222.419513399,1.21538461538,-19.5911,-15.5567
751,8325-1901,0.0,0.345316606077,0.345316606077,30.5580037961,30.5580037961,335.862619816,335.862619816,1.09195402299,-19.3098,-15.8912
752,8481-1901,0.0,0.235905771973,0.235905771973,6.58945691884,6.58945691884,172.339641193,172.339641193,1.61538461538,-25.0081,-24.2397
753,8485-1901,0.0,0.766958704049,0.766958704049,4.85848414396,4.85848414396,288.157353149,288.157353149,1.1472392638,-19.09125,-16.52235
754,8551-1901,0.0,0.56399543952,0.56399543952,73.687538057,73.687538057,318.110962045,318.110962045,1.30513595166,-20.782,-16.5225
755,8484-1901,0.0,0.562964221714,0.562964221714,33.2401491452,33.2401491452,245.274227907,245.274227907,1.23333333333,-20.239,-16.2498
756,8447-1901,0.0,4.3262809237,4.3262809237,8.33873793614,8.33873793614,199.563560205,199.563560205,1.38269550749,-18.10835,-16.72955
757,8486-1901,0.0,0.744572344254,0.744572344254,23.6833969378,23.6833969378,278.921467593,278.921467593,1.23225806452,-18.152,-15.3464
758,8318-1901,0.0,1.06381849918,1.06381849918,29.4845321161,29.4845321161,306.370295339,306.370295339,1.07804878049,-19.52935,-15.04715
759,8466-1901,0.0,1.1180636662,1.1180636662,4.79772908874,4.79772908874,277.577497631,277.577497631,1.18918918919,-19.1694,-15.268
760,8554-1901,0.0,0.320539337398,0.320539337398,25.0099840758,25.0099840758,304.484253772,304.484253772,1.22321428571,-19.8689,-15.72715
761,8464-1901,0.0,0.125181178512,0.125181178512,-35.6429711971,-35.6429711971,79.3730031966,79.3730031966,1.0,-17.64495,-13.8142
762,8320-1901,0.0,3.75411801593,3.75411801593,33.7063438729,33.7063438729,308.711540993,308.711540993,1.41095890411,-20.2634,-16.0474
763,8312-1901,0.0,0.509906348337,0.509906348337,4.04757797914,4.04757797914,282.251100947,282.251100947,1.10810810811,-19.0212,-15.64795
764,8550-1901,0.0,11.8020639789,11.8020639789,-68.4105430828,-68.4105430828,87.6996805131,87.6996805131,1.0,-19.4554,-15.00955
765,8335-1901,0.0,0.525235103798,0.525235103798,-111.421725192,-111.421725192,431.81678546,431.81678546,1.76923076923,-20.02615,-16.3122
766,8606-1901,0.0,0.726422053262,0.726422053262,38.616857147,38.616857147,216.493610228,216.493610228,1.17627118644,-18.5101,-15.82325
767,7957-1901,0.0,,,,,,,,-19.0105,-14.14245
768,8313-1901,0.0,43.3685281301,43.3685281301,-2.48301230358,-2.48301230358,235.974993557,235.974993557,1.54859967051,-18.8758,-17.5858
769,7962-1901,0.0,0.490017657329,0.490017657329,53.2171781473,53.2171781473,479.372538832,479.372538832,1.81395348837,-19.52495,-15.22285
770,8330-1901,0.0,1.11185182948,1.11185182948,26.2885169356,26.2885169356,376.960499573,376.960499573,1.4958677686,-20.25395,-16.30065
771,8315-1901,0.0,0.157112867515,0.157112867515,41.0723125196,41.0723125196,241.008752199,241.008752199,1.19718309859,-19.112,-14.9181
772,8604-1901,0.0,13.0973769816,13.0973769816,75.9400344578,75.9400344578,299.52076678,299.52076678,1.69230769231,-20.64885,-16.45825
773,8332-1901,0.0,0.284697247051,0.284697247051,35.1781976928,35.1781976928,235.179574754,235.179574754,1.15172413793,-18.60545,-16.4254
774,7992-1901,0.0,1.08038543306,1.08038543306,22.3072927916,22.3072927916,228.417605333,228.417605333,1.26726057906,-17.8287,-15.6836
775,8603-1901,0.0,0.0540558965035,0.0540558965035,115.615016027,115.615016027,50.9185303525,50.9185303525,1.0,-19.29315,-14.7608
776,8601-1901,0.0,0.230951432013,0.230951432013,83.9456869525,83.9456869525,213.897763583,213.897763583,1.26666666667,-20.87895,-16.61165
777,7960-1901,0.0,,,,,,,,-23.04255,-18.4575
778,8655-1901,0.0,0.507338256758,0.507338256758,21.9941349475,21.9941349475,284.254869634,284.254869634,1.16715542522,-20.0135,-15.8297
779,8623-1901,0.0,3.60696133106,3.60696133106,16.9443177132,16.9443177132,637.380191707,637.380191707,1.57142857143,-20.6648,-16.68775
780,8156-1901,0.0,0.20422598659,0.20422598659,64.9840256102,64.9840256102,282.496006396,282.496006396,1.1,-19.4878,-15.42835
781,8567-1901,0.0,0.457828434052,0.457828434052,46.2282326807,46.2282326807,253.371528637,253.371528637,1.14835164835,-19.32925,-15.3895
782,8077-1901,0.0,0.18092548807,0.18092548807,13.178913788,13.178913788,903.354632608,903.354632608,2.0,-18.554,-14.7053
783,8078-1901,0.0,0.191013465634,0.191013465634,-64.1167679616,-64.1167679616,219.790271055,219.790271055,1.25806451613,-20.21115,-15.91845
784,8086-1901,0.0,0.508095865446,0.508095865446,16.7620696276,16.7620696276,446.308129225,446.308129225,1.55092592593,-21.66845,-17.329
785,8155-1901,0.0,0.691633199675,0.691633199675,24.078547545,24.078547545,267.416036786,267.416036786,1.17886178862,-18.1567,-14.52535
786,8147-1901,0.0,1.37241370353,1.37241370353,18.5265219985,18.5265219985,281.519431929,281.519431929,1.33561643836,-19.48725,-17.61975
787,8146-1901,0.0,1.42747491121,1.42747491121,24.3874507174,24.3874507174,360.561337163,360.561337163,1.38480392157,-20.187,-17.8853
788,8728-1901,0.0,0.346657136073,0.346657136073,0.104181185959,0.104181185959,726.663425492,726.663425492,1.47826086957,-21.5484,-18.01545
789,8145-1901,0.0,1.48270670247,1.48270670247,27.9673519314,27.9673519314,252.635640632,252.635640632,1.21886120996,-19.70275,-16.6899
790,8713-1901,0.0,0.463582163896,0.463582163896,26.6686815113,26.6686815113,241.941542186,241.941542186,1.14054054054,-19.3409,-15.24095
791,8084-1901,0.0,1.75742688502,1.75742688502,-25.0824486781,-25.0824486781,151.07440998,151.07440998,1.58064516129,-18.6334,-14.80215
792,8726-1901,0.0,0.558544671443,0.558544671443,26.8252614502,26.8252614502,347.444089464,347.444089464,1.27272727273,-21.9207,-17.49025
793,8719-1901,0.0,0.196105508768,0.196105508768,-50.5038092412,-50.5038092412,443.84369625,443.84369625,1.46153846154,-18.69195,-14.17315
794,8461-1901,0.0,0.590968607126,0.590968607126,2.31539653895,2.31539653895,278.09661845,278.09661845,1.32584269663,-17.0397,-14.5505
795,8718-1901,0.0,1.33910620639,1.33910620639,39.1719114585,39.1719114585,337.607196913,337.607196913,1.38345864662,-21.10305,-16.8496
796,8721-1901,0.0,20.6254118243,20.6254118243,116.21405756,116.21405756,53.5714285726,53.5714285726,1.71428571429,-19.7726,-14.95085
797,8458-1901,0.0,1.16549478481,1.16549478481,3.8309672764,3.8309672764,291.709071943,291.709071943,1.22983870968,-18.3394,-16.31855
798,10001-1901,0.0,1.75719645206,1.75719645206,36.8188676401,36.8188676401,241.180777428,241.180777428,1.09259259259,-17.6291,-13.974
799,8456-1901,0.0,0.403043253698,0.403043253698,18.1688680057,18.1688680057,316.590362643,316.590362643,1.10309278351,-20.13425,-15.9625
800,8715-1901,0.0,0.184132793265,0.184132793265,-40.3127017009,-40.3127017009,315.089638968,315.089638968,1.15025906736,-19.2807,-16.09885
801,8455-1901,0.0,13.4374986854,13.4374986854,-33.9246678508,-33.9246678508,314.276105606,314.276105606,1.42105263158,-18.72585,-14.7059
