,galaxy_id,flux_75,flux_25,vmed_75,vmed_25,W80_75,W80_25,mean_gauss,is_AGN
576,8252-12705,0.198296945849,0.101512635654,76.6773163453,-29.9520766283,238.418530357,166.53354633,1.1377245509,0.0
577,8259-12705,0.355854579502,0.0146450607854,201.876996859,-68.2907347761,80.271565497,16.7731629397,1.81898066784,0.0
578,8257-12705,1.36509685832,0.349639372648,131.789137433,-16.77316289,232.428115021,195.28753994,1.21133659902,0.0
579,8453-12705,0.521202255869,0.223257696312,61.1022364727,-57.507987172,224.041533551,186.900958471,1.11538461538,0.0
580,8611-12705,0.801863744818,0.199007870959,33.546325929,-21.5654951585,215.654952081,179.712460068,1.11896798853,0.0
581,8131-12705,0.0709409999655,0.0307312232818,63.498402607,-76.6773162459,80.271565497,26.3578274766,1.28767123288,0.0
582,8083-12705,1.29055963704,0.499897414959,76.6773163453,-15.5750798229,231.230031954,201.277955276,1.19369505911,0.0
583,8138-12705,0.347134774814,0.125615571319,137.779552768,-132.9872204,254.592651763,189.297124605,1.26731470231,0.0
584,8081-12705,0.663956883644,0.154458831641,26.3578275263,-9.58466448726,208.466453679,170.127795531,1.20163265306,0.0
585,8452-12705,0.794229694621,0.260684458654,21.5654952578,-101.837060655,218.051118216,184.504792336,1.07984658298,0.0
586,8132-12705,0.201408069825,0.0623516380547,54.5127796036,-23.3626197591,320.487220454,122.204472846,1.13744075829,0.0
587,8133-12705,0.235095411947,0.118769376749,93.450479285,-16.77316289,463.658146975,202.476038343,1.98107255521,0.0
588,8134-12705,0.199022258015,0.0988111134442,68.2907348755,-40.7348242324,231.529552721,166.234025563,1.15793201133,0.0
589,8137-12705,0.471783748432,0.124219929047,81.4696486138,-64.6964855747,230.031948887,190.495207672,1.1289009498,0.0
590,8247-12705,0.242278865191,0.110840444832,97.0447284863,-59.9041533063,253.993610229,179.712460068,1.17782909931,0.0
591,8140-12705,0.559055920703,0.16793319886,95.8466454192,-44.3290734337,216.853035149,190.495207672,1.1181556196,0.0
592,8626-12705,0.641976177507,0.155461577191,180.311501651,-91.6533545849,592.45207669,125.798722047,1.58241758242,0.0
593,8135-12705,0.439765714104,0.116054639936,103.334664589,-45.5271565008,234.824281155,177.316293934,1.15890688259,0.0
594,8250-12705,1.99474870059,0.162645145663,58.7060703385,-46.7252395679,213.258785947,186.900958471,1.22279411765,0.0
595,8616-12705,1.86808521488,0.194507967585,70.6869010097,-66.7931309422,215.654952081,190.495207672,1.11627906977,0.0
596,8141-12705,0.160294173459,0.051277473451,33.546325929,-79.9720446805,254.89217253,90.4552715675,1.14678899083,0.0
597,8253-12705,0.301990912485,0.0686304569921,10.1837061202,-144.369009538,346.246006397,66.4936102251,1.39518900344,0.0
598,8263-12705,0.289925176257,0.144072900395,113.817891426,-79.0734823802,227.635782753,170.127795531,1.15725637808,0.0
599,8254-12705,0.270925157824,0.0698844666694,129.992012832,-90.155750751,321.385782755,99.1413738041,1.12931034483,0.0
600,8448-12705,0.686837683358,0.199333211186,17.9712460565,-31.1501596954,222.843450484,186.900958471,1.08211143695,0.0
601,8548-12705,0.246006115214,0.0856630463706,77.2763578789,-13.1789136886,267.771565501,111.421725242,1.19095477387,0.0
602,8549-12705,0.391158023746,0.155486971208,111.421725292,-17.9712459571,402.555910552,184.504792336,1.32546374368,0.0
603,8465-12705,0.400495707895,0.115944498957,130.591054366,-47.9233226351,310.303514384,155.750798725,1.17718120805,0.0
604,8552-12705,1.10864128438,0.246270081708,43.130990466,-34.7444088968,202.476038343,177.316293934,1.19395203337,0.0
605,8325-12705,0.390511551764,0.158253298169,79.0734824795,-58.7060702391,219.249201283,178.514377001,1.12684622068,0.0
606,8481-12705,0.864894422487,0.15867168519,130.291533599,-21.5654951585,246.50559106,198.881789142,1.24692874693,0.0
607,8555-12705,0.224056461444,0.121957191445,142.571885037,-88.0591053835,232.428115021,161.741214061,1.08815672306,0.0
608,8485-12705,0.318272301825,0.119628922273,71.8849840768,-6.28993605269,210.862619813,160.543130994,1.1472972973,0.0
609,8551-12705,1.73051003919,0.442800605119,82.6677316809,-16.77316289,219.249201283,194.089456873,1.14884068811,0.0
610,8484-12705,0.878101645207,0.212286267627,52.7156550029,4.96880492023e-08,203.67412141,180.910543135,1.13055895553,0.0
611,8447-12705,0.402445358538,0.172340026523,14.3769968551,-13.1789136886,219.249201283,170.127795531,1.06461538462,0.0
612,8318-12705,0.933719011463,0.319585267022,62.3003195399,-61.1022363734,206.070287544,184.504792336,1.07987828072,0.0
613,8466-12705,0.411714304618,0.135456214627,97.0447284863,-85.3634184825,231.230031954,173.722044732,1.1351744186,0.0
614,8464-12705,0.514530315011,0.153650109988,38.3386581975,-26.3578274269,207.268370612,178.514377001,1.13719943423,0.0
615,8320-12705,0.380566441956,0.191116089071,76.6773163453,-61.1022363734,228.83386582,179.712460068,1.10421286031,0.0
616,8312-12705,0.304767094209,0.0936718546173,55.1118211372,13.178913788,253.095047929,143.769968054,1.10218978102,0.0
617,8550-12705,0.270654911052,0.133877587582,149.76038344,-77.5758785463,285.143769974,165.335463262,1.17483443709,0.0
618,8335-12705,0.485828330104,0.185087064055,58.7060703385,-41.9329072995,230.031948887,184.504792336,1.16718146718,0.0
619,8606-12705,0.313527345498,0.15100105538,107.82747609,-82.6677315815,267.172523967,166.53354633,1.083172147,0.0
620,7957-12705,0.186081277946,0.0998989658768,89.8562300836,-136.581469602,244.408945692,150.059904157,1.21535181237,0.0
621,7962-12705,0.832052883356,0.166567685124,148.861821139,-3.59424915167,242.312300325,200.978434509,1.08603896104,0.0
622,8330-12705,1.00486754081,0.109940872219,47.3242812009,-504.392971207,1529.35303518,182.108626202,1.8986784141,0.0
623,8315-12705,0.354393131376,0.132846801899,43.130990466,15.5750799222,239.616613424,167.731629397,1.14102564103,0.0
624,8604-12705,0.640354290789,0.134806731039,35.9424920633,-15.5750798229,404.353035153,152.755591058,1.22553191489,0.0
625,7992-12705,0.0520857012705,5.24957757084e-09,94.6485623521,23.9616613921,71.8849840271,1.19808306712,1.42424242424,0.0
626,8603-12705,0.0914432501907,0.0581292749069,52.7156550029,-37.140575031,116.214057511,55.1118210875,1.0,0.0
627,8601-12705,0.236975675413,0.12890972634,88.3586262497,-87.46006385,243.210862625,154.552715658,1.1206185567,0.0
628,7960-12705,0.256024397725,0.161641919617,97.0447284863,-68.2907347761,239.616613424,176.118210866,1.09853603604,0.0
629,8655-12705,0.241796585997,0.0774604363138,91.0543131507,-50.3194887693,267.172523967,116.214057511,1.09578544061,0.0
630,8156-12705,2.00369653749,0.208133389529,63.498402607,-49.1214057022,207.268370612,189.297124605,1.15265998458,0.0
631,8567-12705,0.725511537571,0.0467121499044,47.9233227344,-95.2476037863,590.954472856,38.6381789146,1.48192771084,0.0
632,8077-12705,0.256165136891,0.0792949442137,100.039936154,-60.5031948398,282.74760384,109.624600641,1.24289405685,0.0
633,8078-12705,0.329627927258,0.143815936965,26.3578275263,-3.59424915167,237.22044729,176.118210866,1.04951237809,0.0
634,8566-12705,0.262811522482,0.118653101186,47.9233227344,-13.1789136886,227.635782753,166.53354633,1.09264305177,0.0
635,8155-12705,0.457290721605,0.0266945196481,58.7060703385,-23.6621405259,532.248402568,26.6573482434,1.30769230769,0.0
636,8728-12705,0.172516295223,0.0816530431214,24.2611821588,-21.8650159252,246.805111826,122.204472846,1.14602803738,0.0
637,8145-12705,1.87881673056,0.24941740204,41.9329073988,-23.9616612927,194.089456873,178.514377001,1.22940655447,0.0
638,8149-12705,0.968581332424,0.195044965758,77.5758786456,-62.5998402073,563.398562313,174.021565499,1.26136363636,0.0
639,8713-12705,0.463501018449,0.165601830719,46.7252396673,-21.5654951585,204.872204477,173.422523965,1.08780760626,0.0
640,8084-12705,0.393352461703,0.187832568197,118.610223694,-44.3290734337,238.418530357,195.28753994,1.14500375657,0.0
641,8726-12705,0.245428553177,0.0859424116395,41.0343450985,-37.140575031,190.495207672,111.122204475,1.10080645161,0.0
642,8719-12705,0.985515738745,0.137966450163,93.450479285,-61.4017571402,202.476038343,175.8186901,1.10087719298,0.0
643,8461-12705,0.344349594876,0.129168954635,27.5559105934,-56.9089456385,234.824281155,166.53354633,1.11947626841,0.0
644,8718-12705,0.68100359969,0.178975770322,34.7444089961,3.59424925104,200.079872209,168.929712464,1.11368735976,0.0
645,8721-12705,0.31648221749,0.151863393706,38.3386581975,-17.9712459571,221.645367417,172.523961665,1.14185228605,0.0
646,8725-12705,0.257693859032,0.134692661895,13.178913788,-210.26357823,255.191693296,159.345047927,1.28085867621,0.0
647,8458-12705,0.572865307533,0.343876219953,83.865814748,-41.9329072995,240.814696491,194.089456873,1.17377860235,0.0
648,10001-12705,0.615047446815,0.239449288357,89.8562300836,-116.214057461,231.230031954,194.089456873,1.10771369006,0.0
649,8456-12705,1.0331734811,0.198055671177,119.508785995,-13.1789136886,224.041533551,190.495207672,1.14446227929,0.0
650,8455-12705,0.387076654056,0.123668391661,98.2428115534,-138.977635736,263.578274766,186.900958471,1.11787072243,0.0
651,8568-12705,0.606858370002,0.249879465629,70.6869010097,-50.3194887693,220.44728435,185.702875403,1.10141253169,0.0
652,8462-12705,0.250020666467,0.126302533331,113.817891426,-38.3386580981,275.559105437,168.929712464,1.12861736334,0.0
653,8255-12705,0.142450761825,0.0816750460921,107.228434557,-57.507987172,211.16214058,129.093450482,1.13121546961,0.0
654,8449-12705,0.51697412209,0.242905947248,106.629393023,-37.140575031,246.805111826,196.485623007,1.09697601668,0.0
655,8338-12705,0.164410704011,0.0458316873309,81.4696486138,-101.837060655,360.623003203,46.7252396176,1.74157303371,0.0
656,8450-12705,0.234042956545,0.0915447436345,24.5607029256,-158.14696481,319.888178921,129.392971249,1.25974025974,0.0
657,8454-12705,0.447292257672,0.0983366284379,14.3769968551,-62.3003194405,476.837060713,141.37380192,1.28191489362,0.0
658,8716-12705,0.579960469399,0.173501388099,43.130990466,-25.1597443598,213.258785947,173.722044732,1.13477537438,0.0
659,8717-12705,1.07564775547,0.199495239541,40.7348243317,-36.8410542642,204.872204477,180.910543135,1.12403100775,0.0
660,8239-12705,0.506383110629,0.223467384671,92.2523962178,-37.140575031,219.249201283,184.504792336,1.1441806601,0.0
661,8724-12705,0.548740316958,0.205943698636,89.5567093168,-82.6677315815,218.051118216,184.504792336,1.11967545639,0.0
662,8711-12705,0.816276178167,0.169836308301,67.0926518083,-27.555910494,204.872204477,176.118210866,1.05614035088,0.0
663,8241-12705,0.484530897011,0.187561665927,61.1022364727,4.96880492023e-08,253.993610229,192.891373806,1.11361737678,0.0
664,8720-12705,0.0959681373841,0.0343319870382,97.0447284863,-61.1022363734,204.872204477,45.8266773173,1.54621848739,0.0
665,8591-12705,0.542065307613,0.18897712126,107.82747609,-31.1501596954,215.654952081,180.910543135,1.11479500891,0.0
666,8592-12705,0.699300982892,0.0594432085007,14.3769968551,-37.140575031,1562.30031952,44.3290734834,2.0,0.0
667,8949-12705,0.0668102068832,0.0492636014052,-20.9664536249,-314.197284302,141.37380192,62.599840257,1.125,0.0
668,8952-12705,0.260061592022,0.14887152215,105.431309956,-111.421725192,269.568690102,190.495207672,1.2152866242,0.0
669,8600-12705,0.265734414024,0.152398025146,90.1557508504,-68.2907347761,222.843450484,172.523961665,1.16554054054,0.0
670,8934-12705,0.0979634519012,0.0514265867698,8.38658151952,-109.924121358,109.025559108,39.8362619817,1.0303030303,0.0
671,8333-12705,0.218365437251,0.112398160459,28.7539936605,-28.7539935612,200.079872209,137.779552719,1.13596138375,0.0
672,8547-12705,0.431836775294,0.138667702624,73.0830671439,-69.4888178432,215.654952081,173.722044732,1.19185423365,0.0
673,8595-12705,0.334233705006,0.138787924076,93.450479285,-44.3290734337,257.587859431,180.910543135,1.20922229869,0.0
674,8987-12705,0.853447155749,0.212526626886,98.5423323202,-14.3769967557,219.54872205,188.099041538,1.09917355372,0.0
675,8943-12705,0.192921119609,0.0235289342686,92.5519169846,-128.494408899,354.3330671,22.7635782753,1.97272727273,0.0
676,8948-12705,0.576662478775,0.257624098918,107.82747609,5.99041538528,231.230031954,191.693290739,1.13900897905,0.0
677,8939-12705,0.724051828937,0.111895221259,173.123003248,-46.7252395679,396.565495216,148.562300323,1.28877005348,0.0
678,8946-12705,0.472782685415,0.083043883738,52.4161342361,-56.3099041049,520.267571896,103.035143772,2.0,0.0
679,8947-12705,0.241708489294,0.125673140763,101.837060755,-131.789137333,219.249201283,135.083865818,1.1329787234,0.0
680,8945-12705,0.416687830786,0.192284040055,67.0926518083,-33.5463258296,213.258785947,179.712460068,1.09833746021,0.0
681,8980-12705,1.42702564481,0.251710572577,68.2907348755,-9.58466448726,206.070287544,184.504792336,1.15808014091,0.0
682,8597-12705,0.669027304833,0.253273297182,68.2907348755,-53.9137379707,216.853035149,189.297124605,1.06801470588,0.0
683,8950-12705,0.734259391882,0.308067744863,82.6677316809,-69.78833861,398.961661351,251.297923328,1.21153846154,0.0
684,8931-12705,0.165370659143,0.037398091541,119.808306762,-38.3386580981,91.054313101,17.9712460068,1.36,0.0
685,9029-12705,0.393727965612,0.143133535535,56.3099042043,-2.39616608455,216.853035149,164.137380195,1.18746867168,0.0
686,9042-12705,0.156133403681,0.0419251896479,75.4792332782,-32.3482427625,183.306709269,38.3386581478,1.41396508728,0.0
687,9026-12705,0.522448396693,0.105680853452,79.0734824795,-20.3674120913,378.59424921,143.769968054,1.19887955182,0.0
688,9049-12705,0.808473796531,0.0509944780329,68.889776409,-33.5463258296,505.591054324,48.5223642183,1.14782608696,0.0
689,9002-12705,0.38747448406,0.163450855057,43.130990466,-28.7539935612,227.635782753,182.108626202,1.16227018385,0.0
690,8613-12705,0.0743965777621,0.0165975466375,86.561501649,-84.764376949,105.730830673,24.8602236427,1.26923076923,0.0
691,9041-12705,0.226977709545,0.0402429363406,51.5175719358,-16.77316289,244.408945692,45.5271565505,1.32183908046,0.0
692,8553-12705,1.16089199024,0.0907486378282,72.4840256104,-69.4888178432,261.182108632,137.180511185,1.20689655172,0.0
693,7443-1901,1.39772360495,0.265161345298,32.0487220951,-14.3769967557,276.757188504,239.616613424,1.28110599078,0.0
694,7495-1901,0.223776862787,0.120101143892,11.6813099541,-103.035143723,121.305910546,38.3386581478,1.15384615385,0.0
695,7815-1901,0.605551487399,0.179423995394,82.3682109141,-17.0726836568,302.815495214,228.83386582,1.25547445255,0.0
696,8341-1901,0.44924733079,0.154911814481,251.297923378,38.0391374307,464.556709275,249.201277961,1.27314814815,0.0
697,8329-1901,1.24565205341,0.281175005898,117.412140627,-4.79233221879,279.153354639,201.277955276,1.30754352031,0.0
698,8319-1901,0.204056142539,0.0841961320261,116.21405756,-29.3530350947,288.138977642,101.537539938,1.171875,0.0
699,8243-1901,0.300314285157,0.0789571021499,25.459265226,-25.4592651266,257.587859431,125.798722047,1.21875,0.0
700,8439-1901,1.01592525671,0.113965048151,19.1693291236,9.58466458664,228.534345053,172.523961665,1.43162393162,0.0
701,8326-1901,0.255933229712,0.0910114990083,-178.514376951,-241.114217208,440.8945687,35.0439297132,1.6,0.0
702,8602-1901,0.96870715039,0.219516083918,102.436102288,-118.610223595,522.963258797,222.843450484,1.42045454545,0.0
703,8588-1901,0.792907100081,0.172972473837,65.2955272077,-26.6573481937,298.322683713,242.012779558,1.16071428571,0.0
704,8615-1901,24.1148434654,2.60830743093,59.3051118721,-8.38658142014,220.44728435,210.862619813,1.59512195122,0.0
705,7991-1901,1.15192367186,0.350762833278,58.7060703385,27.5559105934,507.088658158,281.549520773,1.73507462687,0.0
706,7977-1901,0.393567115987,0.0273816168668,99.4408946205,4.1932907846,114.41693291,18.5702875403,1.21739130435,0.0
707,7975-1901,8.96763924122,0.78591012407,32.3482428619,11.9808307209,258.785942498,244.408945692,1.41098169717,0.0
708,7990-1901,1.04476671326,0.36699658059,198.881789191,-47.3242811015,407.34824282,285.742811508,1.36329588015,0.0
709,8459-1901,0.723569218766,0.189058814781,89.8562300836,-21.5654951585,263.578274766,210.862619813,1.22315789474,0.0
710,8483-1901,0.444706029941,0.164434600561,77.5758786456,-22.7635782256,213.258785947,177.316293934,1.22611464968,0.0
711,8618-1901,2.10200962179,0.225525279186,43.130990466,-25.1597443598,210.862619813,194.089456873,1.26610644258,0.0
712,8317-1901,0.4919393596,0.155728183922,22.7635783249,-17.9712459571,520.267571896,262.679712466,1.98780487805,0.0
713,8261-1901,0.486505325165,0.154059152412,25.7587859927,-47.9233226351,257.587859431,188.698083071,1.10495626822,0.0
714,8451-1901,0.104564084175,0.0474665503686,169.22923328,-74.8801916452,136.581469652,70.9864217268,1.3,0.0
715,8482-1901,1.14533671019,0.246211731675,71.2859425433,1.19808311681,584.06549522,159.94408946,1.61538461538,0.0
716,8082-1901,0.35819861823,0.142476411649,56.6094249711,-2.39616608455,304.013578281,178.514377001,1.36131386861,0.0
717,8143-1901,1.43806998517,0.190644153405,28.154952127,7.78753998596,337.859424928,277.955271572,1.30493273543,0.0
718,8256-1901,0.134702153204,0.0451408363929,-77.875399313,-105.431309857,119.808306712,64.6964856244,1.11111111111,0.0
719,8249-1901,1.38168060747,0.242599824853,51.5175719358,-67.3921724757,307.90734825,251.597444095,1.25551470588,0.0
720,8274-1901,0.0874464237384,0.0394061919706,62.8993610734,1.79712465037,118.610223645,40.1357827485,1.09090909091,0.0
721,8258-1901,1.05465854408,0.205445198753,47.9233227344,-41.9329072995,259.085463264,218.051118216,1.32592592593,0.0
722,8252-1901,0.25604875533,0.140625830212,27.5559105934,-1.19808301743,268.670127801,185.403354637,1.22959183673,0.0
723,8259-1901,0.376571081974,0.197847237833,67.6916933419,10.7827476538,329.472843458,248.003194894,1.02816901408,0.0
724,8244-1901,0.371646651228,0.0922437153703,-47.9233226351,-238.11900954,419.329073492,26.0583067098,1.35526315789,0.0
725,8257-1901,0.0702274675147,0.0386051727464,51.5175719358,38.3386581975,86.2619808326,44.3290734834,1.18518518519,0.0
726,8440-1901,0.469522262895,0.155541996506,28.7539936605,-14.3769967557,248.003194894,197.683706075,1.21739130435,0.0
727,8611-1901,0.203092831029,0.103680434409,44.6285942999,-5.99041528591,171.325878598,67.0926517587,1.25,0.0
728,8131-1901,0.801357708569,0.152094902582,116.813099094,-91.0543130513,1488.6182109,192.891373806,2.0,0.0
729,8083-1901,0.0634016982711,0.0466905301923,26.9568690599,-15.5750798229,81.4696485641,76.078274762,1.0,0.0
730,8138-1901,0.780672208548,0.132563440901,81.4696486138,-34.7444088968,268.071086268,207.268370612,1.3938547486,0.0
731,8081-1901,2.35828787811,0.406629349486,51.218051169,-4.79233221879,287.240415342,246.805111826,1.16326530612,0.0
732,8452-1901,1.65323723151,0.241621666019,43.130990466,-5.99041528591,236.022364222,202.476038343,1.29357798165,0.0
733,8133-1901,0.400384914582,0.170609710375,70.6869010097,-10.7827475544,247.703674127,209.664536746,1.20408163265,0.0
734,8134-1901,1.03650500961,0.46134002968,77.5758786456,-64.3969648079,304.313099048,231.230031954,1.26897689769,0.0
735,8137-1901,0.731123619984,0.203846950534,66.4936102748,-55.7108625713,414.536741223,271.964856236,1.21705426357,0.0
736,8247-1901,1.00462791338,0.247621498472,89.8562300836,-87.46006385,661.34185305,369.009584673,1.42236024845,0.0
737,8140-1901,0.0532558760765,0.0230824036888,74.2811502111,-47.9233226351,287.539936109,17.0726837064,1.75,0.0
738,8626-1901,0.0695528566781,0.0654716376114,261.182108682,244.408945742,100.638977638,85.0638977654,1.11111111111,0.0
739,8135-1901,0.41807592944,0.105323514632,43.7300319995,12.5798722544,317.492012786,205.471246011,1.3937007874,0.0
740,8250-1901,0.0938500573618,0.016851762128,56.3099042043,-105.431309857,60.5031948895,12.280351438,1.16666666667,0.0
741,8612-1901,8.13146712013,1.65535572411,-266.273961617,-302.815495165,1032.44808309,844.948083086,2.0,0.0
742,8616-1901,3.16444905001,0.837079185041,39.5367412646,-33.5463258296,232.428115021,216.853035149,1.41528239203,0.0
743,8253-1901,0.88064929153,0.20199131567,14.3769968551,-14.3769967557,343.849840263,258.486421731,1.25961538462,0.0
744,8263-1901,2.29765955038,0.637321433339,33.546325929,-10.7827475544,214.456869014,196.485623007,1.24500907441,0.0
745,8254-1901,2.33360294126,0.235482781483,49.1214058016,-11.9808306215,230.031948887,199.181309909,1.24008810573,0.0
746,8448-1901,2.23249161955,0.258094089317,14.3769968551,-9.58466448726,242.012779558,214.456869014,1.14945652174,0.0
747,8548-1901,0.147669696053,0.060669486355,98.841853087,37.1405751304,144.968051121,33.2468051125,1.25,0.0
748,8549-1901,2.2839239532,0.235692314148,50.3194888687,2.39616618393,213.258785947,192.891373806,1.13180515759,0.0
749,8465-1901,0.836510130093,0.18416294042,87.7595847161,-55.7108625713,450.17971247,246.50559106,1.21978021978,0.0
750,8552-1901,0.273908117021,0.0992289889655,27.5559105934,-9.58466448726,220.44728435,135.383386584,1.21538461538,0.0
751,8325-1901,0.499625046347,0.163551595439,58.7060703385,14.3769968551,385.782747612,267.172523967,1.09195402299,0.0
752,8481-1901,0.103448578257,5.70925423093e-11,91.0543131507,-50.9185303029,183.905750803,1.4976038339,1.61538461538,0.0
753,8485-1901,0.654234037084,0.1982256862,52.7156550029,-40.1357826988,311.501597451,236.022364222,1.1472392638,0.0
754,8551-1901,0.617483191396,0.307190953938,171.325878648,-34.7444088968,354.632587867,249.201277961,1.30513595166,0.0
755,8484-1901,0.574973949326,0.225753789923,100.638977688,-39.2372203985,282.74760384,191.693290739,1.23333333333,0.0
756,8447-1901,6.5612967947,1.43771127599,27.5559105934,-16.77316289,204.872204477,191.693290739,1.38269550749,0.0
757,8486-1901,1.05122406921,0.240448128795,43.130990466,3.59424925104,297.723642179,239.616613424,1.23225806452,0.0
758,8318-1901,1.36559930408,0.235127973263,75.4792332782,-15.5750798229,340.255591062,259.984025565,1.07804878049,0.0
759,8466-1901,0.679168223901,0.153607669668,25.1597444592,-10.7827475544,295.926517578,223.742012784,1.18918918919,0.0
760,8554-1901,0.491728726056,0.0890020318086,79.0734824795,5.6908946185,340.854632595,151.557507991,1.22321428571,0.0
761,8464-1901,0.171531353936,0.0637495633881,58.4065495717,-83.2667731151,87.4600638997,23.6621405756,1.0,0.0
762,8320-1901,0.786576766314,0.251187201205,203.973642227,-135.682907302,393.570287549,204.872204477,1.41095890411,0.0
763,8312-1901,0.774504030282,0.1294167414,11.9808307209,-7.18849835302,318.690095854,212.659744414,1.10810810811,0.0
764,8550-1901,1.8370709888,0.125123980301,-14.9760382893,-61.1022363734,154.852236425,24.2611821092,1.0,0.0
765,8335-1901,0.793118517138,0.174993788118,-12.8793929218,-153.354632542,554.113418542,163.837859428,1.76923076923,0.0
766,8606-1901,0.458811201505,0.239140821697,65.8945687412,8.38658151952,224.940095852,175.219648566,1.17627118644,0.0
767,7957-1901,,,,,,,,0.0
768,8313-1901,37.6154413657,2.10409111964,13.178913788,-14.3769967557,243.210862625,218.051118216,1.54859967051,0.0
769,7962-1901,0.644049811587,0.286330150313,77.2763578789,4.96880492307e-08,584.06549522,310.902555917,1.81395348837,0.0
770,8330-1901,0.826796585571,0.203853895068,80.2715655466,-41.9329072995,463.658146975,250.399361028,1.4958677686,0.0
771,8315-1901,0.17475123336,0.0838488806107,89.8562300836,21.265974491,299.820287546,146.166134188,1.19718309859,0.0
772,8604-1901,0.479386311061,0.162009044762,101.837060755,40.7348243317,355.830670934,77.8753993627,1.69230769231,0.0
773,8332-1901,0.209105908381,0.130776569398,63.498402607,7.1884984524,259.684504798,189.297124605,1.15172413793,0.0
774,7992-1901,1.52289799923,0.223257327188,62.3003195399,-27.555910494,228.83386582,202.476038343,1.26726057906,0.0
775,8603-1901,0.0592512737569,0.04886051925,116.513578327,114.716453726,51.2180511193,50.6190095858,1.0,0.0
776,8601-1901,0.15476277239,0.112982151253,174.920127849,58.107028805,249.800319494,114.41693291,1.26666666667,0.0
777,7960-1901,,,,,,,,0.0
778,8655-1901,0.534644487998,0.243069876571,74.2811502111,-25.1597443598,300.718849847,213.258785947,1.16715542522,0.0
779,8623-1901,0.628447869412,0.117984420642,50.3194888687,-5.99041528591,1016.27396168,133.586261984,1.57142857143,0.0
780,8156-1901,0.27702853168,0.128074747838,87.7595847161,21.265974491,335.163738026,168.630191697,1.1,0.0
781,8567-1901,0.570018343321,0.219669357758,68.2907348755,16.7731629894,277.056709271,210.862619813,1.14835164835,0.0
782,8077-1901,0.205147670782,0.156703305358,135.982428168,-109.624600592,1048.92172526,757.787539953,2.0,0.0
783,8078-1901,0.145970515002,0.0944812208979,64.0974441405,-182.108626152,174.321086266,125.798722047,1.25806451613,0.0
784,8086-1901,0.658342247743,0.227989908173,106.329872256,-145.267571838,543.929712472,286.940894575,1.55092592593,0.0
785,8155-1901,0.500957349812,0.152680648573,41.9329073988,9.58466458664,330.071884991,207.867412145,1.17886178862,0.0
786,8147-1901,1.26474816619,0.239871039187,23.9616613921,10.7827476538,283.346645374,216.853035149,1.33561643836,0.0
787,8146-1901,1.2894581824,0.344664927467,57.5079872714,-5.99041528591,371.405750807,277.655750805,1.38480392157,0.0
788,8728-1901,0.5491462094,0.0823664915737,28.7539936605,-32.3482427625,1511.38178917,29.3530351444,1.47826086957,0.0
789,8145-1901,1.17317917082,0.593094611006,98.2428115534,-32.3482427625,251.297923328,212.06070288,1.21886120996,0.0
790,8713-1901,0.354852946359,0.158459110476,118.610223694,-58.7060702391,287.539936109,182.108626202,1.14054054054,0.0
791,8084-1901,0.127784235885,0.0170295316564,85.0638978151,-4.79233221879,85.662939299,19.7683706075,1.58064516129,0.0
792,8726-1901,0.677110923327,0.31126651591,124.001597496,-67.092651709,430.710862629,265.674920134,1.27272727273,0.0
793,8719-1901,0.271592127677,0.0552491102409,-61.1022363734,-140.175718803,1091.45367415,44.3290734834,1.46153846154,0.0
794,8461-1901,0.742257175221,0.202181535161,20.3674121907,2.39616618393,238.11900959,200.678913742,1.32584269663,0.0
795,8718-1901,1.06057745663,0.313381266627,100.638977688,-25.1597443598,402.555910552,279.452875405,1.38345864662,0.0
796,8721-1901,1.72537808602,0.0933867193909,231.230032004,26.9568690599,100.039936104,17.9712460068,1.71428571429,0.0
797,8458-1901,1.47267469661,0.263665225563,38.3386581975,-26.3578274269,286.341853041,246.805111826,1.22983870968,0.0
798,10001-1901,0.363706784085,0.144678477401,54.2132588368,17.6717252897,317.492012786,168.630191697,1.09259259259,0.0
799,8456-1901,0.527280625148,0.22208224474,62.3003195399,-34.7444088968,408.546325888,228.83386582,1.10309278351,0.0
800,8715-1901,0.202166845304,0.149011222147,3.59424925104,-85.0638977157,324.680511189,213.258785947,1.15025906736,0.0
801,8455-1901,0.299730778917,0.0264370855349,-0.599041483871,-75.4792331788,144.369009588,20.367412141,1.42105263158,0.0
802,8568-1901,1.0543513912,0.361914245044,105.131789189,-100.039936055,421.425718859,304.612619815,1.32702702703,0.0
803,8462-1901,0.150225039856,0.0475665519921,98.2428115534,61.1022364727,77.8753993627,31.1501597451,1.61904761905,0.0
804,8255-1901,0.829883946251,0.23958378421,61.1022364727,-60.8027156066,435.802715664,254.592651763,1.20634920635,0.0
805,8449-1901,0.773269984252,0.290827877566,161.142172577,-65.2955271083,1392.17252399,454.073482438,2.0,0.0
806,8338-1901,2.98651228375,0.259531993542,39.5367412646,-7.18849835302,236.022364222,216.853035149,1.25061425061,0.0
807,8262-1901,0.461260030172,0.161331996574,27.5559105934,-28.4544727944,243.210862625,186.900958471,1.15606936416,0.0
808,8450-1901,0.436378832066,0.155335567143,50.3194888687,-7.78753988658,280.351437706,219.848242816,1.05925925926,0.0
809,8454-1901,0.089631567582,0.0601526935108,-58.1070287056,-236.022364173,192.891373806,45.5271565505,1.28571428571,0.0
810,8716-1901,0.219757177179,0.153140701657,59.9041534056,37.1405751304,225.239616618,170.127795531,1.12820512821,0.0
