Unnamed: 0,galaxy_id,is_AGN,flux_75,flux_25,vmed_75,vmed_25,W80_75,W80_25,mean_gauss,lum_25,lum_75
649,8456-12705,0.0,1.0331734811,0.198055671177,119.508785995,-13.1789136886,224.041533551,190.495207672,1.14446227929,-19.5781,-16.87855
650,8455-12705,0.0,0.387076654056,0.123668391661,98.2428115534,-138.977635736,263.578274766,186.900958471,1.11787072243,-19.6843,-16.9246
651,8568-12705,0.0,0.606858370002,0.249879465629,70.6869010097,-50.3194887693,220.44728435,185.702875403,1.10141253169,-19.9443,-17.81645
652,8462-12705,0.0,0.250020666467,0.126302533331,113.817891426,-38.3386580981,275.559105437,168.929712464,1.12861736334,-20.8122,-16.9826
653,8255-12705,0.0,0.142450761825,0.0816750460921,107.228434557,-57.507987172,211.16214058,129.093450482,1.13121546961,-21.33935,-18.18855
654,8449-12705,0.0,0.51697412209,0.242905947248,106.629393023,-37.140575031,246.805111826,196.485623007,1.09697601668,-21.1565,-17.0227
655,8338-12705,0.0,0.164410704011,0.0458316873309,81.4696486138,-101.837060655,360.623003203,46.7252396176,1.74157303371,-23.0602,-18.03255
656,8450-12705,0.0,0.234042956545,0.0915447436345,24.5607029256,-158.14696481,319.888178921,129.392971249,1.25974025974,-22.114,-17.6211
657,8454-12705,0.0,0.447292257672,0.0983366284379,14.3769968551,-62.3003194405,476.837060713,141.37380192,1.28191489362,-21.58505,-17.23555
658,8716-12705,0.0,0.579960469399,0.173501388099,43.130990466,-25.1597443598,213.258785947,173.722044732,1.13477537438,-19.4095,-17.47
659,8717-12705,0.0,1.07564775547,0.199495239541,40.7348243317,-36.8410542642,204.872204477,180.910543135,1.12403100775,-17.4671,-15.26755
660,8239-12705,0.0,0.506383110629,0.223467384671,92.2523962178,-37.140575031,219.249201283,184.504792336,1.1441806601,-21.545,-19.29235
661,8724-12705,0.0,0.548740316958,0.205943698636,89.5567093168,-82.6677315815,218.051118216,184.504792336,1.11967545639,-19.21525,-16.30925
662,8711-12705,0.0,0.816276178167,0.169836308301,67.0926518083,-27.555910494,204.872204477,176.118210866,1.05614035088,-17.975,-15.4862
663,8241-12705,0.0,0.484530897011,0.187561665927,61.1022364727,4.96880492023e-08,253.993610229,192.891373806,1.11361737678,-20.06945,-17.2276
664,8720-12705,0.0,0.0959681373841,0.0343319870382,97.0447284863,-61.1022363734,204.872204477,45.8266773173,1.54621848739,-23.04985,-17.95285
665,8591-12705,0.0,0.542065307613,0.18897712126,107.82747609,-31.1501596954,215.654952081,180.910543135,1.11479500891,-21.27795,-18.70105
666,8592-12705,0.0,0.699300982892,0.0594432085007,14.3769968551,-37.140575031,1562.30031952,44.3290734834,2.0,-22.786,-18.99295
667,8949-12705,0.0,0.0668102068832,0.0492636014052,-20.9664536249,-314.197284302,141.37380192,62.599840257,1.125,-18.24175,-14.55875
668,8952-12705,0.0,0.260061592022,0.14887152215,105.431309956,-111.421725192,269.568690102,190.495207672,1.2152866242,-21.41545,-18.81165
669,8600-12705,0.0,0.265734414024,0.152398025146,90.1557508504,-68.2907347761,222.843450484,172.523961665,1.16554054054,-19.91085,-17.4063
670,8934-12705,0.0,0.0979634519012,0.0514265867698,8.38658151952,-109.924121358,109.025559108,39.8362619817,1.0303030303,-19.9856,-15.7984
671,8333-12705,0.0,0.218365437251,0.112398160459,28.7539936605,-28.7539935612,200.079872209,137.779552719,1.13596138375,-19.91725,-17.5829
672,8547-12705,0.0,0.431836775294,0.138667702624,73.0830671439,-69.4888178432,215.654952081,173.722044732,1.19185423365,-18.54975,-16.4191
673,8595-12705,0.0,0.334233705006,0.138787924076,93.450479285,-44.3290734337,257.587859431,180.910543135,1.20922229869,-22.1119,-19.26125
674,8987-12705,0.0,0.853447155749,0.212526626886,98.5423323202,-14.3769967557,219.54872205,188.099041538,1.09917355372,-18.6955,-16.3398
675,8943-12705,0.0,0.192921119609,0.0235289342686,92.5519169846,-128.494408899,354.3330671,22.7635782753,1.97272727273,-23.16015,-19.3942
676,8948-12705,0.0,0.576662478775,0.257624098918,107.82747609,5.99041538528,231.230031954,191.693290739,1.13900897905,-20.9621,-18.8263
677,8939-12705,0.0,0.724051828937,0.111895221259,173.123003248,-46.7252395679,396.565495216,148.562300323,1.28877005348,-20.8779,-16.7089
678,8946-12705,0.0,0.472782685415,0.083043883738,52.4161342361,-56.3099041049,520.267571896,103.035143772,2.0,-22.8093,-18.31425
679,8947-12705,0.0,0.241708489294,0.125673140763,101.837060755,-131.789137333,219.249201283,135.083865818,1.1329787234,-20.01715,-16.61045
680,8945-12705,0.0,0.416687830786,0.192284040055,67.0926518083,-33.5463258296,213.258785947,179.712460068,1.09833746021,-19.8281,-17.749
681,8980-12705,0.0,1.42702564481,0.251710572577,68.2907348755,-9.58466448726,206.070287544,184.504792336,1.15808014091,-19.21735,-17.32485
682,8597-12705,0.0,0.669027304833,0.253273297182,68.2907348755,-53.9137379707,216.853035149,189.297124605,1.06801470588,-19.24255,-17.01545
683,8950-12705,0.0,0.734259391882,0.308067744863,82.6677316809,-69.78833861,398.961661351,251.297923328,1.21153846154,-20.6434,-17.57035
684,8931-12705,0.0,0.165370659143,0.037398091541,119.808306762,-38.3386580981,91.054313101,17.9712460068,1.36,-18.80135,-15.11775
685,9029-12705,0.0,0.393727965612,0.143133535535,56.3099042043,-2.39616608455,216.853035149,164.137380195,1.18746867168,-21.0617,-18.2801
686,9042-12705,0.0,0.156133403681,0.0419251896479,75.4792332782,-32.3482427625,183.306709269,38.3386581478,1.41396508728,-22.8549,-18.8485
687,9026-12705,0.0,0.522448396693,0.105680853452,79.0734824795,-20.3674120913,378.59424921,143.769968054,1.19887955182,-21.53135,-17.59185
688,9049-12705,0.0,0.808473796531,0.0509944780329,68.889776409,-33.5463258296,505.591054324,48.5223642183,1.14782608696,-21.91735,-16.512
689,9002-12705,0.0,0.38747448406,0.163450855057,43.130990466,-28.7539935612,227.635782753,182.108626202,1.16227018385,-20.64495,-18.53245
690,8613-12705,0.0,0.0743965777621,0.0165975466375,86.561501649,-84.764376949,105.730830673,24.8602236427,1.26923076923,-24.0311,-19.61945
691,9041-12705,0.0,0.226977709545,0.0402429363406,51.5175719358,-16.77316289,244.408945692,45.5271565505,1.32183908046,-22.0828,-17.4701
692,8553-12705,0.0,1.16089199024,0.0907486378282,72.4840256104,-69.4888178432,261.182108632,137.180511185,1.20689655172,-19.55915,-17.0597
693,7443-1901,0.0,1.39772360495,0.265161345298,32.0487220951,-14.3769967557,276.757188504,239.616613424,1.28110599078,-18.252,-16.27085
694,7495-1901,0.0,0.223776862787,0.120101143892,11.6813099541,-103.035143723,121.305910546,38.3386581478,1.15384615385,-19.0697,-15.01715
695,7815-1901,0.0,0.605551487399,0.179423995394,82.3682109141,-17.0726836568,302.815495214,228.83386582,1.25547445255,-18.4894,-14.23395
696,8341-1901,0.0,0.44924733079,0.154911814481,251.297923378,38.0391374307,464.556709275,249.201277961,1.27314814815,-20.3847,-16.71595
697,8329-1901,0.0,1.24565205341,0.281175005898,117.412140627,-4.79233221879,279.153354639,201.277955276,1.30754352031,-20.4325,-15.903
698,8319-1901,0.0,0.204056142539,0.0841961320261,116.21405756,-29.3530350947,288.138977642,101.537539938,1.171875,-19.9656,-15.84555
699,8243-1901,0.0,0.300314285157,0.0789571021499,25.459265226,-25.4592651266,257.587859431,125.798722047,1.21875,-19.36295,-15.97095
700,8439-1901,0.0,1.01592525671,0.113965048151,19.1693291236,9.58466458664,228.534345053,172.523961665,1.43162393162,-17.229,-15.1799
701,8326-1901,0.0,0.255933229712,0.0910114990083,-178.514376951,-241.114217208,440.8945687,35.0439297132,1.6,-20.5483,-16.17575
702,8602-1901,0.0,0.96870715039,0.219516083918,102.436102288,-118.610223595,522.963258797,222.843450484,1.42045454545,-20.4195,-15.9915
703,8588-1901,0.0,0.792907100081,0.172972473837,65.2955272077,-26.6573481937,298.322683713,242.012779558,1.16071428571,-18.5522,-15.4972
704,8615-1901,0.0,24.1148434654,2.60830743093,59.3051118721,-8.38658142014,220.44728435,210.862619813,1.59512195122,-18.74085,-17.6672
705,7991-1901,0.0,1.15192367186,0.350762833278,58.7060703385,27.5559105934,507.088658158,281.549520773,1.73507462687,-21.9366,-20.8578
706,7977-1901,0.0,0.393567115987,0.0273816168668,99.4408946205,4.1932907846,114.41693291,18.5702875403,1.21739130435,-19.04315,-14.71895
707,7975-1901,0.0,8.96763924122,0.78591012407,32.3482428619,11.9808307209,258.785942498,244.408945692,1.41098169717,-19.33775,-18.65425
708,7990-1901,0.0,1.04476671326,0.36699658059,198.881789191,-47.3242811015,407.34824282,285.742811508,1.36329588015,-21.45485,-16.9079
709,8459-1901,0.0,0.723569218766,0.189058814781,89.8562300836,-21.5654951585,263.578274766,210.862619813,1.22315789474,-17.9074,-14.7068
710,8483-1901,0.0,0.444706029941,0.164434600561,77.5758786456,-22.7635782256,213.258785947,177.316293934,1.22611464968,-17.3764,-14.2998
711,8618-1901,0.0,2.10200962179,0.225525279186,43.130990466,-25.1597443598,210.862619813,194.089456873,1.26610644258,-17.32055,-15.46225
712,8317-1901,0.0,0.4919393596,0.155728183922,22.7635783249,-17.9712459571,520.267571896,262.679712466,1.98780487805,-26.1389,-22.027
713,8261-1901,0.0,0.486505325165,0.154059152412,25.7587859927,-47.9233226351,257.587859431,188.698083071,1.10495626822,-18.23985,-16.0504
714,8451-1901,0.0,0.104564084175,0.0474665503686,169.22923328,-74.8801916452,136.581469652,70.9864217268,1.3,-18.7651,-14.99115
715,8482-1901,0.0,1.14533671019,0.246211731675,71.2859425433,1.19808311681,584.06549522,159.94408946,1.61538461538,-22.321,-17.68335
716,8082-1901,0.0,0.35819861823,0.142476411649,56.6094249711,-2.39616608455,304.013578281,178.514377001,1.36131386861,-19.59935,-15.8025
717,8143-1901,0.0,1.43806998517,0.190644153405,28.154952127,7.78753998596,337.859424928,277.955271572,1.30493273543,-19.5955,-16.42235
718,8256-1901,0.0,0.134702153204,0.0451408363929,-77.875399313,-105.431309857,119.808306712,64.6964856244,1.11111111111,-17.8129,-14.11295
719,8249-1901,0.0,1.38168060747,0.242599824853,51.5175719358,-67.3921724757,307.90734825,251.597444095,1.25551470588,-18.9385,-16.02175
720,8274-1901,0.0,0.0874464237384,0.0394061919706,62.8993610734,1.79712465037,118.610223645,40.1357827485,1.09090909091,-17.8129,-14.11295
721,8258-1901,0.0,1.05465854408,0.205445198753,47.9233227344,-41.9329072995,259.085463264,218.051118216,1.32592592593,-18.35785,-16.10915
722,8252-1901,0.0,0.25604875533,0.140625830212,27.5559105934,-1.19808301743,268.670127801,185.403354637,1.22959183673,-19.11065,-15.89765
723,8259-1901,0.0,0.376571081974,0.197847237833,67.6916933419,10.7827476538,329.472843458,248.003194894,1.02816901408,-18.54245,-14.51135
724,8244-1901,0.0,0.371646651228,0.0922437153703,-47.9233226351,-238.11900954,419.329073492,26.0583067098,1.35526315789,-22.76745,-18.49535
725,8257-1901,0.0,0.0702274675147,0.0386051727464,51.5175719358,38.3386581975,86.2619808326,44.3290734834,1.18518518519,-17.9028,-13.8989
726,8440-1901,0.0,0.469522262895,0.155541996506,28.7539936605,-14.3769967557,248.003194894,197.683706075,1.21739130435,-18.20345,-15.81115
727,8611-1901,0.0,0.203092831029,0.103680434409,44.6285942999,-5.99041528591,171.325878598,67.0926517587,1.25,-19.70775,-15.63525
728,8131-1901,0.0,0.801357708569,0.152094902582,116.813099094,-91.0543130513,1488.6182109,192.891373806,2.0,-22.9162,-17.8077
729,8083-1901,0.0,0.0634016982711,0.0466905301923,26.9568690599,-15.5750798229,81.4696485641,76.078274762,1.0,-18.76125,-14.8413
730,8138-1901,0.0,0.780672208548,0.132563440901,81.4696486138,-34.7444088968,268.071086268,207.268370612,1.3938547486,-18.0724,-15.40195
731,8081-1901,0.0,2.35828787811,0.406629349486,51.218051169,-4.79233221879,287.240415342,246.805111826,1.16326530612,-19.0366,-16.71045
732,8452-1901,0.0,1.65323723151,0.241621666019,43.130990466,-5.99041528591,236.022364222,202.476038343,1.29357798165,-19.3289,-16.1865
733,8133-1901,0.0,0.400384914582,0.170609710375,70.6869010097,-10.7827475544,247.703674127,209.664536746,1.20408163265,-22.1102,-21.3099
734,8134-1901,0.0,1.03650500961,0.46134002968,77.5758786456,-64.3969648079,304.313099048,231.230031954,1.26897689769,-21.85945,-19.5351
735,8137-1901,0.0,0.731123619984,0.203846950534,66.4936102748,-55.7108625713,414.536741223,271.964856236,1.21705426357,-19.7636,-16.13345
736,8247-1901,0.0,1.00462791338,0.247621498472,89.8562300836,-87.46006385,661.34185305,369.009584673,1.42236024845,-19.789,-15.0635
737,8140-1901,0.0,0.0532558760765,0.0230824036888,74.2811502111,-47.9233226351,287.539936109,17.0726837064,1.75,-18.74435,-14.55035
738,8626-1901,0.0,0.0695528566781,0.0654716376114,261.182108682,244.408945742,100.638977638,85.0638977654,1.11111111111,-18.5567,-14.2641
739,8135-1901,0.0,0.41807592944,0.105323514632,43.7300319995,12.5798722544,317.492012786,205.471246011,1.3937007874,-18.48195,-15.7325
740,8250-1901,0.0,0.0938500573618,0.016851762128,56.3099042043,-105.431309857,60.5031948895,12.280351438,1.16666666667,-20.14785,-16.7562
741,8612-1901,0.0,8.13146712013,1.65535572411,-266.273961617,-302.815495165,1032.44808309,844.948083086,2.0,-23.5246,-21.71665
742,8616-1901,0.0,3.16444905001,0.837079185041,39.5367412646,-33.5463258296,232.428115021,216.853035149,1.41528239203,-17.95455,-16.0666
743,8253-1901,0.0,0.88064929153,0.20199131567,14.3769968551,-14.3769967557,343.849840263,258.486421731,1.25961538462,-20.34355,-16.6127
744,8263-1901,0.0,2.29765955038,0.637321433339,33.546325929,-10.7827475544,214.456869014,196.485623007,1.24500907441,-19.0762,-17.3191
745,8254-1901,0.0,2.33360294126,0.235482781483,49.1214058016,-11.9808306215,230.031948887,199.181309909,1.24008810573,-17.77685,-15.816
746,8448-1901,0.0,2.23249161955,0.258094089317,14.3769968551,-9.58466448726,242.012779558,214.456869014,1.14945652174,-18.01665,-15.8058
747,8548-1901,0.0,0.147669696053,0.060669486355,98.841853087,37.1405751304,144.968051121,33.2468051125,1.25,-18.73985,-15.4294
748,8549-1901,0.0,2.2839239532,0.235692314148,50.3194888687,2.39616618393,213.258785947,192.891373806,1.13180515759,-17.6217,-15.8883
749,8465-1901,0.0,0.836510130093,0.18416294042,87.7595847161,-55.7108625713,450.17971247,246.50559106,1.21978021978,-20.24075,-16.19335
750,8552-1901,0.0,0.273908117021,0.0992289889655,27.5559105934,-9.58466448726,220.44728435,135.383386584,1.21538461538,-19.5911,-15.5567
751,8325-1901,0.0,0.499625046347,0.163551595439,58.7060703385,14.3769968551,385.782747612,267.172523967,1.09195402299,-19.3098,-15.8912
752,8481-1901,0.0,0.103448578257,5.70925423093e-11,91.0543131507,-50.9185303029,183.905750803,1.4976038339,1.61538461538,-25.0081,-24.2397
753,8485-1901,0.0,0.654234037084,0.1982256862,52.7156550029,-40.1357826988,311.501597451,236.022364222,1.1472392638,-19.09125,-16.52235
754,8551-1901,0.0,0.617483191396,0.307190953938,171.325878648,-34.7444088968,354.632587867,249.201277961,1.30513595166,-20.782,-16.5225
755,8484-1901,0.0,0.574973949326,0.225753789923,100.638977688,-39.2372203985,282.74760384,191.693290739,1.23333333333,-20.239,-16.2498
756,8447-1901,0.0,6.5612967947,1.43771127599,27.5559105934,-16.77316289,204.872204477,191.693290739,1.38269550749,-18.10835,-16.72955
757,8486-1901,0.0,1.05122406921,0.240448128795,43.130990466,3.59424925104,297.723642179,239.616613424,1.23225806452,-18.152,-15.3464
758,8318-1901,0.0,1.36559930408,0.235127973263,75.4792332782,-15.5750798229,340.255591062,259.984025565,1.07804878049,-19.52935,-15.04715
759,8466-1901,0.0,0.679168223901,0.153607669668,25.1597444592,-10.7827475544,295.926517578,223.742012784,1.18918918919,-19.1694,-15.268
760,8554-1901,0.0,0.491728726056,0.0890020318086,79.0734824795,5.6908946185,340.854632595,151.557507991,1.22321428571,-19.8689,-15.72715
761,8464-1901,0.0,0.171531353936,0.0637495633881,58.4065495717,-83.2667731151,87.4600638997,23.6621405756,1.0,-17.64495,-13.8142
762,8320-1901,0.0,0.786576766314,0.251187201205,203.973642227,-135.682907302,393.570287549,204.872204477,1.41095890411,-20.2634,-16.0474
763,8312-1901,0.0,0.774504030282,0.1294167414,11.9808307209,-7.18849835302,318.690095854,212.659744414,1.10810810811,-19.0212,-15.64795
764,8550-1901,0.0,1.8370709888,0.125123980301,-14.9760382893,-61.1022363734,154.852236425,24.2611821092,1.0,-19.4554,-15.00955
765,8335-1901,0.0,0.793118517138,0.174993788118,-12.8793929218,-153.354632542,554.113418542,163.837859428,1.76923076923,-20.02615,-16.3122
766,8606-1901,0.0,0.458811201505,0.239140821697,65.8945687412,8.38658151952,224.940095852,175.219648566,1.17627118644,-18.5101,-15.82325
767,7957-1901,0.0,,,,,,,,-19.0105,-14.14245
768,8313-1901,0.0,37.6154413657,2.10409111964,13.178913788,-14.3769967557,243.210862625,218.051118216,1.54859967051,-18.8758,-17.5858
769,7962-1901,0.0,0.644049811587,0.286330150313,77.2763578789,4.96880492307e-08,584.06549522,310.902555917,1.81395348837,-19.52495,-15.22285
770,8330-1901,0.0,0.826796585571,0.203853895068,80.2715655466,-41.9329072995,463.658146975,250.399361028,1.4958677686,-20.25395,-16.30065
771,8315-1901,0.0,0.17475123336,0.0838488806107,89.8562300836,21.265974491,299.820287546,146.166134188,1.19718309859,-19.112,-14.9181
772,8604-1901,0.0,0.479386311061,0.162009044762,101.837060755,40.7348243317,355.830670934,77.8753993627,1.69230769231,-20.64885,-16.45825
773,8332-1901,0.0,0.209105908381,0.130776569398,63.498402607,7.1884984524,259.684504798,189.297124605,1.15172413793,-18.60545,-16.4254
774,7992-1901,0.0,1.52289799923,0.223257327188,62.3003195399,-27.555910494,228.83386582,202.476038343,1.26726057906,-17.8287,-15.6836
775,8603-1901,0.0,0.0592512737569,0.04886051925,116.513578327,114.716453726,51.2180511193,50.6190095858,1.0,-19.29315,-14.7608
776,8601-1901,0.0,0.15476277239,0.112982151253,174.920127849,58.107028805,249.800319494,114.41693291,1.26666666667,-20.87895,-16.61165
777,7960-1901,0.0,,,,,,,,-23.04255,-18.4575
778,8655-1901,0.0,0.534644487998,0.243069876571,74.2811502111,-25.1597443598,300.718849847,213.258785947,1.16715542522,-20.0135,-15.8297
779,8623-1901,0.0,0.628447869412,0.117984420642,50.3194888687,-5.99041528591,1016.27396168,133.586261984,1.57142857143,-20.6648,-16.68775
780,8156-1901,0.0,0.27702853168,0.128074747838,87.7595847161,21.265974491,335.163738026,168.630191697,1.1,-19.4878,-15.42835
781,8567-1901,0.0,0.570018343321,0.219669357758,68.2907348755,16.7731629894,277.056709271,210.862619813,1.14835164835,-19.32925,-15.3895
782,8077-1901,0.0,0.205147670782,0.156703305358,135.982428168,-109.624600592,1048.92172526,757.787539953,2.0,-18.554,-14.7053
783,8078-1901,0.0,0.145970515002,0.0944812208979,64.0974441405,-182.108626152,174.321086266,125.798722047,1.25806451613,-20.21115,-15.91845
784,8086-1901,0.0,0.658342247743,0.227989908173,106.329872256,-145.267571838,543.929712472,286.940894575,1.55092592593,-21.66845,-17.329
785,8155-1901,0.0,0.500957349812,0.152680648573,41.9329073988,9.58466458664,330.071884991,207.867412145,1.17886178862,-18.1567,-14.52535
786,8147-1901,0.0,1.26474816619,0.239871039187,23.9616613921,10.7827476538,283.346645374,216.853035149,1.33561643836,-19.48725,-17.61975
787,8146-1901,0.0,1.2894581824,0.344664927467,57.5079872714,-5.99041528591,371.405750807,277.655750805,1.38480392157,-20.187,-17.8853
788,8728-1901,0.0,0.5491462094,0.0823664915737,28.7539936605,-32.3482427625,1511.38178917,29.3530351444,1.47826086957,-21.5484,-18.01545
789,8145-1901,0.0,1.17317917082,0.593094611006,98.2428115534,-32.3482427625,251.297923328,212.06070288,1.21886120996,-19.70275,-16.6899
790,8713-1901,0.0,0.354852946359,0.158459110476,118.610223694,-58.7060702391,287.539936109,182.108626202,1.14054054054,-19.3409,-15.24095
791,8084-1901,0.0,0.127784235885,0.0170295316564,85.0638978151,-4.79233221879,85.662939299,19.7683706075,1.58064516129,-18.6334,-14.80215
792,8726-1901,0.0,0.677110923327,0.31126651591,124.001597496,-67.092651709,430.710862629,265.674920134,1.27272727273,-21.9207,-17.49025
793,8719-1901,0.0,0.271592127677,0.0552491102409,-61.1022363734,-140.175718803,1091.45367415,44.3290734834,1.46153846154,-18.69195,-14.17315
794,8461-1901,0.0,0.742257175221,0.202181535161,20.3674121907,2.39616618393,238.11900959,200.678913742,1.32584269663,-17.0397,-14.5505
795,8718-1901,0.0,1.06057745663,0.313381266627,100.638977688,-25.1597443598,402.555910552,279.452875405,1.38345864662,-21.10305,-16.8496
796,8721-1901,0.0,1.72537808602,0.0933867193909,231.230032004,26.9568690599,100.039936104,17.9712460068,1.71428571429,-19.7726,-14.95085
797,8458-1901,0.0,1.47267469661,0.263665225563,38.3386581975,-26.3578274269,286.341853041,246.805111826,1.22983870968,-18.3394,-16.31855
798,10001-1901,0.0,0.363706784085,0.144678477401,54.2132588368,17.6717252897,317.492012786,168.630191697,1.09259259259,-17.6291,-13.974
799,8456-1901,0.0,0.527280625148,0.22208224474,62.3003195399,-34.7444088968,408.546325888,228.83386582,1.10309278351,-20.13425,-15.9625
800,8715-1901,0.0,0.202166845304,0.149011222147,3.59424925104,-85.0638977157,324.680511189,213.258785947,1.15025906736,-19.2807,-16.09885
801,8455-1901,0.0,0.299730778917,0.0264370855349,-0.599041483871,-75.4792331788,144.369009588,20.367412141,1.42105263158,-18.72585,-14.7059
802,8568-1901,0.0,1.0543513912,0.361914245044,105.131789189,-100.039936055,421.425718859,304.612619815,1.32702702703,-22.0898,-17.7452
803,8462-1901,0.0,0.150225039856,0.0475665519921,98.2428115534,61.1022364727,77.8753993627,31.1501597451,1.61904761905,-18.95195,-15.6807
804,8255-1901,0.0,0.829883946251,0.23958378421,61.1022364727,-60.8027156066,435.802715664,254.592651763,1.20634920635,-20.95975,-16.86115
805,8449-1901,0.0,0.773269984252,0.290827877566,161.142172577,-65.2955271083,1392.17252399,454.073482438,2.0,-20.7933,-16.2669
806,8338-1901,0.0,2.98651228375,0.259531993542,39.5367412646,-7.18849835302,236.022364222,216.853035149,1.25061425061,-17.7046,-16.2743
807,8262-1901,0.0,0.461260030172,0.161331996574,27.5559105934,-28.4544727944,243.210862625,186.900958471,1.15606936416,-18.23985,-16.0504
808,8450-1901,0.0,0.436378832066,0.155335567143,50.3194888687,-7.78753988658,280.351437706,219.848242816,1.05925925926,-17.44255,-14.50295
809,8454-1901,0.0,0.089631567582,0.0601526935108,-58.1070287056,-236.022364173,192.891373806,45.5271565505,1.28571428571,-17.8269,-14.37555
810,8716-1901,0.0,0.219757177179,0.153140701657,59.9041534056,37.1405751304,225.239616618,170.127795531,1.12820512821,-17.4561,-14.49415
811,8717-1901,0.0,1.75430643254,0.870992200988,382.488019227,355.830670984,603.534345061,450.17971247,2.0,-23.56115,-19.3261
812,8239-1901,0.0,2.00137997144,0.265529457721,74.2811502111,-5.39137375235,238.418530357,220.44728435,1.14893617021,-17.62665,-15.6676
813,8724-1901,0.0,0.468020923733,0.113383724931,143.769968104,124.60063903,986.022364239,174.920127799,1.4,-20.43885,-16.2859
814,8711-1901,0.0,0.633122321019,0.114533499013,43.130990466,4.79233231816,267.172523967,153.354632591,1.2752293578,-17.98385,-14.0301
815,8241-1901,0.0,0.416251709103,0.0775402000832,20.0678914239,-194.988019124,445.087859435,122.204472846,1.41176470588,-21.8259,-17.47295
816,8712-1901,0.0,0.787952013188,0.260192394762,102.436102288,-67.092651709,410.343450488,259.984025565,1.14537444934,-21.0208,-17.1734
817,8720-1901,0.0,3.08023876835,0.923657927482,68.2907348755,-15.5750798229,262.080670932,228.83386582,1.31189710611,-19.2848,-15.78195
818,8591-1901,0.0,0.0671144474547,0.0029621931521,255.191693346,-106.629392924,83.8658146983,4.79233226848,1.44444444444,-19.7903,-15.5768
819,8592-1901,0.0,0.207128610274,0.0705109023981,90.1557508504,-62.5998402073,135.682907351,23.3626198088,1.42857142857,-19.38195,-14.4556
820,8949-1901,0.0,0.207049920066,2.40395432785e-10,110.822683758,35.6429712965,37.7396166142,7.48801916949,1.625,-18.489,-14.35845
821,8952-1901,0.0,0.328528221407,0.0965706841304,91.6533546843,-7.4880191198,333.965654959,143.470447287,1.42741935484,-19.9391,-15.48625
822,8600-1901,0.0,3.1669761001,0.43021305694,35.9424920633,-27.555910494,282.74760384,249.201277961,1.2758037225,-19.14735,-16.96305
823,8934-1901,0.0,0.0468009583852,0.0139629403724,-48.8218849354,-64.9960063415,84.4648562319,54.2132587871,1.25,-18.3506,-14.23365
824,8333-1901,0.0,0.0478337131048,0.0478337131048,170.127795581,170.127795581,101.837060705,101.837060705,1.0,-17.9392,-14.0003
825,8547-1901,0.0,0.510044961684,0.148469026898,85.0638978151,-45.5271565008,531.948881801,258.785942498,1.16470588235,-19.7992,-15.72705
826,8978-1901,0.0,0.791832612606,0.255308368316,80.2715655466,-23.9616612927,326.777156557,218.051118216,1.21724137931,-20.86545,-16.8557
827,8979-1901,0.0,0.851674394706,0.285430848708,151.857028807,-88.6581469171,407.048722054,265.9744409,1.36774193548,-20.9971,-16.7467
828,8595-1901,0.0,0.24789430297,0.127641501328,51.5175719358,14.6765176219,238.418530357,153.953674125,1.11764705882,-18.329,-14.87195
829,8987-1901,0.0,1.49882368957,0.18807470404,28.7539936605,11.9808307209,262.380191699,222.543929717,1.265625,-17.49705,-15.8093
830,8942-1901,0.0,0.57623623052,0.222882770509,50.3194888687,-40.7348242324,490.015974452,259.984025565,1.28440366972,-20.10635,-16.25055
831,8948-1901,0.0,0.890885796979,0.304991640207,186.90095852,58.7060703385,470.846645378,316.293929719,1.25753424658,-20.3627,-15.98505
832,8939-1901,0.0,0.158686240098,0.0645418257895,59.9041534056,-74.2811501117,275.559105437,17.9712460068,1.66666666667,-18.52775,-14.81105
833,8946-1901,0.0,0.830831806628,0.194230840769,82.6677316809,-51.5175718364,317.19249202,210.862619813,1.20229007634,-19.3798,-15.16185
834,8947-1901,0.0,1.70658522371,0.652377150279,69.4888179426,-31.1501596954,232.428115021,196.485623007,1.25293132328,-19.87275,-17.2865
835,8945-1901,0.0,0.490464015379,0.188560022475,52.7156550029,-20.3674120913,307.90734825,196.485623007,1.15175097276,-19.4758,-15.83775
836,8980-1901,0.0,1.36704612498,0.430362259028,135.383386634,-34.44488813,435.802715664,330.371405758,1.31538461538,-20.3502,-15.97265
837,8950-1901,0.0,0.699080818617,0.265851964804,116.21405756,-77.875399313,328.274760391,258.785942498,1.12923076923,-18.89395,-15.76495
838,8931-1901,0.0,0.0857162155472,0.0518410689877,85.0638978151,-58.7060702391,125.798722047,80.271565497,1.0,-18.2026,-14.415
839,9029-1901,0.0,0.170362066326,0.0888284250539,36.8410543636,34.7444089961,86.2619808326,50.6190095858,1.0,-18.4873,-13.96545
840,9042-1901,0.0,0.455316208034,0.302921504583,103.035143822,97.0447284863,385.782747612,315.095846652,1.2,-20.63785,-15.84875
841,9026-1901,0.0,0.316346493225,0.0967692672174,170.127795581,144.968051171,244.408945692,142.571884987,1.6,-20.5932,-16.3052
842,9002-1901,0.0,0.425863960659,0.13216611359,61.1022364727,-33.5463258296,281.549520773,178.514377001,1.10153846154,-19.7685,-15.88195
843,8613-1901,0.0,0.507710737037,0.146487418182,65.8945687412,-8.38658142014,294.129392978,215.055910548,1.22285714286,-19.56705,-15.61315
844,9041-1901,0.0,1.1091214257,0.307089580469,180.611022418,-76.6773162459,458.865814707,264.476837066,1.21084337349,-20.82015,-16.2246
