,galaxy_id,is_AGN,flux_75,flux_25,vmed_75,vmed_25,W80_75,W80_25,mean_gauss
653,8255-12705,0.0,0.289254784082,0.289254784082,31.3801785052,31.3801785052,185.449689341,185.449689341,1.13121546961
654,8449-12705,0.0,0.540598216289,0.540598216289,37.5016241464,37.5016241464,229.710252964,229.710252964,1.09697601668
655,8338-12705,0.0,0.298072974328,0.298072974328,-27.744372999,-27.744372999,325.138205844,325.138205844,1.74157303371
656,8450-12705,0.0,3.10839390517,3.10839390517,-57.2012423422,-57.2012423422,233.335012779,233.335012779,1.25974025974
657,8454-12705,0.0,0.728814282596,0.728814282596,-28.2123070681,-28.2123070681,361.827459052,361.827459052,1.28191489362
658,8716-12705,0.0,5.49271318485,5.49271318485,8.09353957132,8.09353957132,197.677725627,197.677725627,1.13477537438
659,8717-12705,0.0,1.33253908105,1.33253908105,1.54481516724,1.54481516724,195.906704316,195.906704316,1.12403100775
660,8239-12705,0.0,0.458587887821,0.458587887821,27.8673983161,27.8673983161,213.74856397,213.74856397,1.1441806601
661,8724-12705,0.0,0.519025214786,0.519025214786,6.97950221757,6.97950221757,205.225796944,205.225796944,1.11967545639
662,8711-12705,0.0,0.905363011069,0.905363011069,20.7359453447,20.7359453447,188.42974049,188.42974049,1.05614035088
663,8241-12705,0.0,0.772871895157,0.772871895157,30.0881997829,30.0881997829,228.44751656,228.44751656,1.11361737678
664,8720-12705,0.0,0.919338620952,0.919338620952,22.9347330488,22.9347330488,241.408704062,241.408704062,1.54621848739
665,8591-12705,0.0,0.798079852399,0.798079852399,36.2530112753,36.2530112753,209.040935577,209.040935577,1.11479500891
666,8592-12705,0.0,0.374900044907,0.374900044907,-27.6968614431,-27.6968614431,748.942867898,748.942867898,2.0
667,8949-12705,0.0,0.0588986207666,0.0588986207666,-136.431709218,-136.431709218,105.13178914,105.13178914,1.125
668,8952-12705,0.0,2.7915868804,2.7915868804,-11.1337782619,-11.1337782619,263.082253114,263.082253114,1.2152866242
669,8600-12705,0.0,0.525304495979,0.525304495979,5.81839332328,5.81839332328,201.342716523,201.342716523,1.16554054054
670,8934-12705,0.0,1.46731433228,1.46731433228,-64.8235549909,-64.8235549909,78.2929131588,78.2929131588,1.0303030303
671,8333-12705,0.0,0.720383580789,0.720383580789,-0.214941642965,-0.214941642965,170.894067484,170.894067484,1.13596138375
672,8547-12705,0.0,0.711890136712,0.711890136712,0.46741938134,0.46741938134,202.538960176,202.538960176,1.19185423365
673,8595-12705,0.0,0.611772862365,0.611772862365,34.3774805964,34.3774805964,236.694379157,236.694379157,1.20922229869
674,8987-12705,0.0,0.653479912892,0.653479912892,39.1369676792,39.1369676792,205.031866374,205.031866374,1.09917355372
675,8943-12705,0.0,0.22898066813,0.22898066813,-47.7381643429,-47.7381643429,479.233226848,479.233226848,1.97272727273
676,8948-12705,0.0,0.62205524523,0.62205524523,55.5066666042,55.5066666042,223.223952423,223.223952423,1.13900897905
677,8939-12705,0.0,2.7974107316,2.7974107316,53.6959047851,53.6959047851,326.128461848,326.128461848,1.28877005348
678,8946-12705,0.0,0.313671574045,0.313671574045,3.03514381972,3.03514381972,382.228434513,382.228434513,2.0
679,8947-12705,0.0,1.71750055921,1.71750055921,-4.08813977774,-4.08813977774,187.238715931,187.238715931,1.1329787234
680,8945-12705,0.0,0.704289497406,0.704289497406,17.4228486427,17.4228486427,202.609111595,202.609111595,1.09833746021
681,8980-12705,0.0,1.39986721707,1.39986721707,29.9383602328,29.9383602328,198.622230855,198.622230855,1.15808014091
682,8597-12705,0.0,1.20698280647,1.20698280647,9.23155309443,9.23155309443,202.830618074,202.830618074,1.06801470588
683,8950-12705,0.0,2.05219187527,2.05219187527,-3.08078498005,-3.08078498005,342.635300011,342.635300011,1.21153846154
684,8931-12705,0.0,11.6597645966,11.6597645966,40.2076677822,40.2076677822,79.9361022382,79.9361022382,1.36
685,9029-12705,0.0,0.826137112825,0.826137112825,36.6223066156,36.6223066156,196.952845377,196.952845377,1.18746867168
686,9042-12705,0.0,3.27224437002,3.27224437002,33.9556460791,33.9556460791,166.431963227,166.431963227,1.41396508728
687,9026-12705,0.0,0.733279567785,0.733279567785,33.7678202776,33.7678202776,282.425430242,282.425430242,1.19887955182
688,9049-12705,0.0,2.29371612269,2.29371612269,-6.41755794462,-6.41755794462,280.299347138,280.299347138,1.14782608696
689,9002-12705,0.0,0.676368203449,0.676368203449,7.54476296157,7.54476296157,223.444407418,223.444407418,1.16227018385
690,8613-12705,0.0,0.831222655642,0.831222655642,-9.16994342557,-9.16994342557,139.55363726,139.55363726,1.26923076923
691,9041-12705,0.0,0.382912357811,0.382912357811,9.70860421427,9.70860421427,223.284124716,223.284124716,1.32183908046
692,8553-12705,0.0,1.28388746545,1.28388746545,0.741463436054,0.741463436054,222.680372027,222.680372027,1.20689655172
693,7443-1901,0.0,1.18827348925,1.18827348925,9.52669282533,9.52669282533,266.236694106,266.236694106,1.28110599078
694,7495-1901,0.0,51.6124102441,51.6124102441,-42.2093880073,-42.2093880073,94.1877611227,94.1877611227,1.15384615385
695,7815-1901,0.0,0.480233453927,0.480233453927,33.9486019953,33.9486019953,264.159826036,264.159826036,1.25547445255
696,8341-1901,0.0,0.320985238518,0.320985238518,138.489527919,138.489527919,373.690983324,373.690983324,1.27314814815
697,8329-1901,0.0,1.42480032261,1.42480032261,55.5799309622,55.5799309622,275.281020393,275.281020393,1.30754352031
698,8319-1901,0.0,5.20333306593,5.20333306593,42.2511482135,42.2511482135,223.648412545,223.648412545,1.171875
699,8243-1901,0.0,1.31728942726,1.31728942726,-1.90195681936,-1.90195681936,214.434404957,214.434404957,1.21875
700,8439-1901,0.0,0.754157483519,0.754157483519,15.6211600402,15.6211600402,203.116039981,203.116039981,1.43162393162
701,8326-1901,0.0,0.197591043264,0.197591043264,-208.586261936,-208.586261936,300.359424927,300.359424927,1.6
702,8602-1901,0.0,0.625441347036,0.625441347036,-26.1944524632,-26.1944524632,410.261763006,410.261763006,1.42045454545
703,8588-1901,0.0,0.569969925341,0.569969925341,19.6025645184,19.6025645184,294.102650052,294.102650052,1.16071428571
704,8615-1901,0.0,15.4010836343,15.4010836343,23.3869711404,23.3869711404,219.95831061,219.95831061,1.59512195122
705,7991-1901,0.0,2.58020869948,2.58020869948,35.7681441542,35.7681441542,429.772066196,429.772066196,1.73507462687
706,7977-1901,0.0,13.0295368868,13.0295368868,67.8219197622,67.8219197622,149.968745662,149.968745662,1.21739130435
707,7975-1901,0.0,10.055857659,10.055857659,23.0287115162,23.0287115162,258.201852084,258.201852084,1.41098169717
708,7990-1901,0.0,3.22335138961,3.22335138961,73.8458915687,73.8458915687,361.058261845,361.058261845,1.36329588015
709,8459-1901,0.0,0.667030106624,0.667030106624,32.4844459895,32.4844459895,233.522784602,233.522784602,1.22315789474
710,8483-1901,0.0,0.400018671762,0.400018671762,28.1435054735,28.1435054735,205.875694435,205.875694435,1.22611464968
711,8618-1901,0.0,1.88122726508,1.88122726508,8.18186704587,8.18186704587,205.100410776,205.100410776,1.26610644258
712,8317-1901,0.0,0.40127232095,0.40127232095,-4.38323068367,-4.38323068367,416.290033516,416.290033516,1.98780487805
713,8261-1901,0.0,0.406542198332,0.406542198332,-7.23390674915,-7.23390674915,227.468120982,227.468120982,1.10495626822
714,8451-1901,0.0,0.0809399889805,0.0809399889805,21.0263578776,21.0263578776,99.6206070309,99.6206070309,1.3
715,8482-1901,0.0,5.3946092074,5.3946092074,42.4858688144,42.4858688144,433.037908586,433.037908586,1.61538461538
716,8082-1901,0.0,0.419568412423,0.419568412423,23.4456986113,23.4456986113,266.862071786,266.862071786,1.36131386861
717,8143-1901,0.0,1.43615890801,1.43615890801,18.3849339317,18.3849339317,314.660668498,314.660668498,1.30493273543
718,8256-1901,0.0,18.5003337561,18.5003337561,-131.922257674,-131.922257674,159.87752929,159.87752929,1.11111111111
719,8249-1901,0.0,1.64929659812,1.64929659812,-12.5754674379,-12.5754674379,283.853187847,283.853187847,1.25551470588
720,8274-1901,0.0,0.0664475200154,0.0664475200154,29.7342434427,29.7342434427,102.05489399,102.05489399,1.09090909091
721,8258-1901,0.0,1.36474055866,1.36474055866,8.61066742652,8.61066742652,257.800851976,257.800851976,1.32592592593
722,8252-1901,0.0,0.346587389927,0.346587389927,14.78043299,14.78043299,243.479820048,243.479820048,1.22959183673
723,8259-1901,0.0,0.299953016777,0.299953016777,31.8082617612,31.8082617612,299.065157726,299.065157726,1.02816901408
724,8244-1901,0.0,8.82172226537,8.82172226537,-145.661678111,-145.661678111,286.026568024,286.026568024,1.35526315789
725,8257-1901,0.0,6.51910383584,6.51910383584,39.8029819462,39.8029819462,67.492012781,67.492012781,1.18518518519
726,8440-1901,0.0,0.32842139247,0.32842139247,7.52336639042,7.52336639042,238.641775649,238.641775649,1.21739130435
727,8611-1901,0.0,0.184325862162,0.184325862162,28.1977408079,28.1977408079,159.858512098,159.858512098,1.25
728,8131-1901,0.0,4.4963183014,4.4963183014,22.9527493355,22.9527493355,847.612241485,847.612241485,2.0
729,8083-1901,0.0,0.0559365713102,0.0559365713102,8.58626203071,8.58626203071,74.9800319505,74.9800319505,1.0
730,8138-1901,0.0,0.658667993395,0.658667993395,28.1884181344,28.1884181344,265.897469083,265.897469083,1.3938547486
731,8081-1901,0.0,2.89020663878,2.89020663878,19.8466128166,19.8466128166,267.91826955,267.91826955,1.16326530612
732,8452-1901,0.0,2.0451862366,2.0451862366,20.4690843776,20.4690843776,238.355328727,238.355328727,1.29357798165
733,8133-1901,0.0,0.60872826258,0.60872826258,28.5706135992,28.5706135992,238.589685081,238.589685081,1.20408163265
734,8134-1901,0.0,1.76946409946,1.76946409946,3.5250530343,3.5250530343,356.188514227,356.188514227,1.26897689769
735,8137-1901,0.0,0.771906522419,0.771906522419,8.35871912261,8.35871912261,369.947618702,369.947618702,1.21705426357
736,8247-1901,0.0,3.18335157578,3.18335157578,2.20268693085,2.20268693085,519.789454896,519.789454896,1.42236024845
737,8140-1901,0.0,0.0346543964453,0.0346543964453,47.9233227344,47.9233227344,153.654153358,153.654153358,1.75
738,8626-1901,0.0,0.0707398319986,0.0707398319986,219.382321673,219.382321673,96.6453674143,96.6453674143,1.11111111111
739,8135-1901,0.0,1.86165768188,1.86165768188,30.1879198511,30.1879198511,261.993408977,261.993408977,1.3937007874
740,8250-1901,0.0,0.0594503689744,0.0594503689744,-23.9616612927,-23.9616612927,40.1357827485,40.1357827485,1.16666666667
741,8612-1901,0.0,5.67191333703,5.67191333703,-276.252114221,-276.252114221,934.316857754,934.316857754,2.0
742,8616-1901,0.0,2.16041099388,2.16041099388,2.62304570162,2.62304570162,234.637205062,234.637205062,1.41528239203
743,8253-1901,0.0,0.613194025624,0.613194025624,-1.06560267828,-1.06560267828,313.494562553,313.494562553,1.25961538462
744,8263-1901,0.0,1.9681801734,1.9681801734,12.922337015,12.922337015,203.78936352,203.78936352,1.24500907441
745,8254-1901,0.0,1.79335783501,1.79335783501,20.5442218063,20.5442218063,213.29309229,213.29309229,1.24008810573
746,8448-1901,0.0,6.45609091557,6.45609091557,1.61155200138,1.61155200138,224.370355263,224.370355263,1.14945652174
747,8548-1901,0.0,2.34884792446,2.34884792446,68.5603035656,68.5603035656,150.000000003,150.000000003,1.25
748,8549-1901,0.0,1.62555699951,1.62555699951,23.3917995321,23.3917995321,198.902386558,198.902386558,1.13180515759
749,8465-1901,0.0,0.709806225134,0.709806225134,12.5272092625,12.5272092625,371.188515965,371.188515965,1.21978021978
750,8552-1901,0.0,0.204736558375,0.204736558375,14.6719096101,14.6719096101,222.419513399,222.419513399,1.21538461538
751,8325-1901,0.0,0.345316606077,0.345316606077,30.5580037961,30.5580037961,335.862619816,335.862619816,1.09195402299
752,8481-1901,0.0,0.235905771973,0.235905771973,6.58945691884,6.58945691884,172.339641193,172.339641193,1.61538461538
753,8485-1901,0.0,0.766958704049,0.766958704049,4.85848414396,4.85848414396,288.157353149,288.157353149,1.1472392638
754,8551-1901,0.0,0.56399543952,0.56399543952,73.687538057,73.687538057,318.110962045,318.110962045,1.30513595166
755,8484-1901,0.0,0.562964221714,0.562964221714,33.2401491452,33.2401491452,245.274227907,245.274227907,1.23333333333
756,8447-1901,0.0,4.3262809237,4.3262809237,8.33873793614,8.33873793614,199.563560205,199.563560205,1.38269550749
757,8486-1901,0.0,0.744572344254,0.744572344254,23.6833969378,23.6833969378,278.921467593,278.921467593,1.23225806452
758,8318-1901,0.0,1.06381849918,1.06381849918,29.4845321161,29.4845321161,306.370295339,306.370295339,1.07804878049
759,8466-1901,0.0,1.1180636662,1.1180636662,4.79772908874,4.79772908874,277.577497631,277.577497631,1.18918918919
760,8554-1901,0.0,0.320539337398,0.320539337398,25.0099840758,25.0099840758,304.484253772,304.484253772,1.22321428571
761,8464-1901,0.0,0.125181178512,0.125181178512,-35.6429711971,-35.6429711971,79.3730031966,79.3730031966,1.0
762,8320-1901,0.0,3.75411801593,3.75411801593,33.7063438729,33.7063438729,308.711540993,308.711540993,1.41095890411
763,8312-1901,0.0,0.509906348337,0.509906348337,4.04757797914,4.04757797914,282.251100947,282.251100947,1.10810810811
764,8550-1901,0.0,11.8020639789,11.8020639789,-68.4105430828,-68.4105430828,87.6996805131,87.6996805131,1.0
765,8335-1901,0.0,0.525235103798,0.525235103798,-111.421725192,-111.421725192,431.81678546,431.81678546,1.76923076923
766,8606-1901,0.0,0.726422053262,0.726422053262,38.616857147,38.616857147,216.493610228,216.493610228,1.17627118644
767,7957-1901,0.0,,,,,,,
768,8313-1901,0.0,43.3685281301,43.3685281301,-2.48301230358,-2.48301230358,235.974993557,235.974993557,1.54859967051
769,7962-1901,0.0,0.490017657329,0.490017657329,53.2171781473,53.2171781473,479.372538832,479.372538832,1.81395348837
770,8330-1901,0.0,1.11185182948,1.11185182948,26.2885169356,26.2885169356,376.960499573,376.960499573,1.4958677686
771,8315-1901,0.0,0.157112867515,0.157112867515,41.0723125196,41.0723125196,241.008752199,241.008752199,1.19718309859
772,8604-1901,0.0,13.0973769816,13.0973769816,75.9400344578,75.9400344578,299.52076678,299.52076678,1.69230769231
773,8332-1901,0.0,0.284697247051,0.284697247051,35.1781976928,35.1781976928,235.179574754,235.179574754,1.15172413793
774,7992-1901,0.0,1.08038543306,1.08038543306,22.3072927916,22.3072927916,228.417605333,228.417605333,1.26726057906
775,8603-1901,0.0,0.0540558965035,0.0540558965035,115.615016027,115.615016027,50.9185303525,50.9185303525,1.0
776,8601-1901,0.0,0.230951432013,0.230951432013,83.9456869525,83.9456869525,213.897763583,213.897763583,1.26666666667
777,7960-1901,0.0,,,,,,,
778,8655-1901,0.0,0.507338256758,0.507338256758,21.9941349475,21.9941349475,284.254869634,284.254869634,1.16715542522
779,8623-1901,0.0,3.60696133106,3.60696133106,16.9443177132,16.9443177132,637.380191707,637.380191707,1.57142857143
780,8156-1901,0.0,0.20422598659,0.20422598659,64.9840256102,64.9840256102,282.496006396,282.496006396,1.1
781,8567-1901,0.0,0.457828434052,0.457828434052,46.2282326807,46.2282326807,253.371528637,253.371528637,1.14835164835
782,8077-1901,0.0,0.18092548807,0.18092548807,13.178913788,13.178913788,903.354632608,903.354632608,2.0
783,8078-1901,0.0,0.191013465634,0.191013465634,-64.1167679616,-64.1167679616,219.790271055,219.790271055,1.25806451613
784,8086-1901,0.0,0.508095865446,0.508095865446,16.7620696276,16.7620696276,446.308129225,446.308129225,1.55092592593
785,8155-1901,0.0,0.691633199675,0.691633199675,24.078547545,24.078547545,267.416036786,267.416036786,1.17886178862
786,8147-1901,0.0,1.37241370353,1.37241370353,18.5265219985,18.5265219985,281.519431929,281.519431929,1.33561643836
787,8146-1901,0.0,1.42747491121,1.42747491121,24.3874507174,24.3874507174,360.561337163,360.561337163,1.38480392157
788,8728-1901,0.0,0.346657136073,0.346657136073,0.104181185959,0.104181185959,726.663425492,726.663425492,1.47826086957
789,8145-1901,0.0,1.48270670247,1.48270670247,27.9673519314,27.9673519314,252.635640632,252.635640632,1.21886120996
790,8713-1901,0.0,0.463582163896,0.463582163896,26.6686815113,26.6686815113,241.941542186,241.941542186,1.14054054054
791,8084-1901,0.0,1.75742688502,1.75742688502,-25.0824486781,-25.0824486781,151.07440998,151.07440998,1.58064516129
792,8726-1901,0.0,0.558544671443,0.558544671443,26.8252614502,26.8252614502,347.444089464,347.444089464,1.27272727273
793,8719-1901,0.0,0.196105508768,0.196105508768,-50.5038092412,-50.5038092412,443.84369625,443.84369625,1.46153846154
794,8461-1901,0.0,0.590968607126,0.590968607126,2.31539653895,2.31539653895,278.09661845,278.09661845,1.32584269663
795,8718-1901,0.0,1.33910620639,1.33910620639,39.1719114585,39.1719114585,337.607196913,337.607196913,1.38345864662
796,8721-1901,0.0,20.6254118243,20.6254118243,116.21405756,116.21405756,53.5714285726,53.5714285726,1.71428571429
797,8458-1901,0.0,1.16549478481,1.16549478481,3.8309672764,3.8309672764,291.709071943,291.709071943,1.22983870968
798,10001-1901,0.0,1.75719645206,1.75719645206,36.8188676401,36.8188676401,241.180777428,241.180777428,1.09259259259
799,8456-1901,0.0,0.403043253698,0.403043253698,18.1688680057,18.1688680057,316.590362643,316.590362643,1.10309278351
800,8715-1901,0.0,0.184132793265,0.184132793265,-40.3127017009,-40.3127017009,315.089638968,315.089638968,1.15025906736
801,8455-1901,0.0,13.4374986854,13.4374986854,-33.9246678508,-33.9246678508,314.276105606,314.276105606,1.42105263158
802,8568-1901,0.0,0.946034723693,0.946034723693,7.07840433272,7.07840433272,396.206070296,396.206070296,1.32702702703
803,8462-1901,0.0,35.481258988,35.481258988,94.9338202252,94.9338202252,77.0196257434,77.0196257434,1.61904761905
804,8255-1901,0.0,1.45157090646,1.45157090646,14.2486308122,14.2486308122,397.525863389,397.525863389,1.20634920635
805,8449-1901,0.0,0.61883494138,0.61883494138,48.0322393769,48.0322393769,858.589892554,858.589892554,2.0
806,8338-1901,0.0,2.58949860975,2.58949860975,16.6907395842,16.6907395842,232.057209698,232.057209698,1.25061425061
807,8262-1901,0.0,0.402015530994,0.402015530994,-0.491698781326,-0.491698781326,227.843542822,227.843542822,1.15606936416
808,8450-1901,0.0,0.34188773257,0.34188773257,12.9570465533,12.9570465533,237.335818252,237.335818252,1.05925925926
809,8454-1901,0.0,0.0716901493545,0.0716901493545,-136.752624326,-136.752624326,120.321770884,120.321770884,1.28571428571
810,8716-1901,0.0,0.185911496719,0.185911496719,41.9943475561,41.9943475561,193.106414357,193.106414357,1.12820512821
811,8717-1901,0.0,1.32022283878,1.32022283878,363.489844877,363.489844877,523.177202202,523.177202202,2.0
812,8239-1901,0.0,1.60890381054,1.60890381054,32.9118800495,32.9118800495,229.301203186,229.301203186,1.14893617021
813,8724-1901,0.0,0.291853604316,0.291853604316,97.0447284863,97.0447284863,500.559105442,500.559105442,1.4
814,8711-1901,0.0,0.722875557666,0.722875557666,27.3580620135,27.3580620135,256.763490348,256.763490348,1.2752293578
815,8241-1901,0.0,0.3060240643,0.3060240643,-76.9592181441,-76.9592181441,318.795809065,318.795809065,1.41176470588
816,8712-1901,0.0,0.584978445362,0.584978445362,12.9466862331,12.9466862331,361.419965948,361.419965948,1.14537444934
817,8720-1901,0.0,3.90651588047,3.90651588047,26.6987611322,26.6987611322,252.423774699,252.423774699,1.31189710611
818,8591-1901,0.0,0.246594023569,0.246594023569,52.7156550029,52.7156550029,36.8743343991,36.8743343991,1.44444444444
819,8592-1901,0.0,0.558258010278,0.558258010278,56.3954815662,56.3954815662,186.259128256,186.259128256,1.42857142857
820,8949-1901,0.0,0.162398775549,0.162398775549,85.8126997321,85.8126997321,68.4404952092,68.4404952092,1.625
821,8952-1901,0.0,4.62614432446,4.62614432446,27.2467278664,27.2467278664,267.472044734,267.472044734,1.42741935484
822,8600-1901,0.0,2.6650420255,2.6650420255,-1.42715812163,-1.42715812163,269.485574356,269.485574356,1.2758037225
823,8934-1901,0.0,0.0685360228727,0.0685360228727,-44.4289136893,-44.4289136893,83.1669329092,83.1669329092,1.25
824,8333-1901,0.0,0.0478337131048,0.0478337131048,170.127795581,170.127795581,101.837060705,101.837060705,1.0
825,8547-1901,0.0,0.326734315465,0.326734315465,16.6181169454,16.6181169454,399.835557235,399.835557235,1.16470588235
826,8978-1901,0.0,1.45799725145,1.45799725145,25.3704418262,25.3704418262,280.653024133,280.653024133,1.21724137931
827,8979-1901,0.0,0.844754883731,0.844754883731,23.5133464379,23.5133464379,387.220447293,387.220447293,1.36774193548
828,8595-1901,0.0,0.52827628894,0.52827628894,28.6717722736,28.6717722736,197.836402936,197.836402936,1.11764705882
829,8987-1901,0.0,3.31979538552,3.31979538552,16.2142358442,16.2142358442,275.55108256,275.55108256,1.265625
830,8942-1901,0.0,0.583953210426,0.583953210426,-1.47287271172,-1.47287271172,428.880763265,428.880763265,1.28440366972
831,8948-1901,0.0,1.02397250866,1.02397250866,114.563000621,114.563000621,393.736049726,393.736049726,1.25753424658
832,8939-1901,0.0,4.07429303039,4.07429303039,-51.783812518,-51.783812518,283.280085203,283.280085203,1.66666666667
833,8946-1901,0.0,3.50208061827,3.50208061827,22.5303636821,22.5303636821,274.333585353,274.333585353,1.20229007634
834,8947-1901,0.0,1.42357980817,1.42357980817,20.0202289904,20.0202289904,227.716056325,227.716056325,1.25293132328
835,8945-1901,0.0,0.592836856,0.592836856,20.7869743543,20.7869743543,258.529543398,258.529543398,1.15175097276
836,8980-1901,0.0,1.77210202981,1.77210202981,50.5406734349,50.5406734349,395.007987229,395.007987229,1.31538461538
837,8950-1901,0.0,0.497073776461,0.497073776461,18.2440403548,18.2440403548,326.461046947,326.461046947,1.12923076923
838,8931-1901,0.0,0.0694843918831,0.0694843918831,-6.08257552184,-6.08257552184,102.482182357,102.482182357,1.0
839,9029-1901,0.0,0.157639466086,0.157639466086,36.24201283,36.24201283,71.5854632603,71.5854632603,1.0
840,9042-1901,0.0,0.381949613628,0.381949613628,75.958466505,75.958466505,533.146964868,533.146964868,1.2
841,9026-1901,0.0,0.246937048325,0.246937048325,161.02236427,161.02236427,408.067092661,408.067092661,1.6
842,9002-1901,0.0,0.548484494255,0.548484494255,13.1088720087,13.1088720087,239.461784227,239.461784227,1.10153846154
843,8613-1901,0.0,0.352708293111,0.352708293111,23.5029667321,23.5029667321,263.372889097,263.372889097,1.22285714286
844,9041-1901,0.0,1.01358741598,1.01358741598,47.7428885376,47.7428885376,409.037106903,409.037106903,1.21084337349
845,7443-1902,0.0,0.432688930887,0.432688930887,-57.0587060218,-57.0587060218,674.770367427,674.770367427,1.91666666667
846,7495-1902,0.0,1.86949938442,1.86949938442,32.6985298603,32.6985298603,251.323306444,251.323306444,1.35169491525
847,7815-1902,0.0,0.0996568981422,0.0996568981422,-79.0734823802,-79.0734823802,158.094874292,158.094874292,1.52173913043
848,8341-1902,0.0,0.275416828879,0.275416828879,28.8388320124,28.8388320124,204.027959414,204.027959414,1.09153713299
849,8329-1902,0.0,0.320430504165,0.320430504165,12.2750029025,12.2750029025,232.476252287,232.476252287,1.29464285714
850,8319-1902,0.0,0.254235718415,0.254235718415,-53.7294174988,-53.7294174988,334.910297378,334.910297378,1.61538461538
851,8243-1902,0.0,4.67229586088,4.67229586088,-49.0415334977,-49.0415334977,287.73961662,287.73961662,1.6
852,8439-1902,0.0,0.624767321907,0.624767321907,17.1277525967,17.1277525967,211.663132714,211.663132714,1.43497757848
853,8326-1902,0.0,0.44858079946,0.44858079946,34.079331388,34.079331388,258.80952681,258.80952681,1.44881889764
854,8602-1902,0.0,0.056652932516,0.056652932516,-43.9936101749,-43.9936101749,128.003194891,128.003194891,1.48
855,8588-1902,0.0,1.23626621963,1.23626621963,24.7391784268,24.7391784268,286.090927089,286.090927089,1.40412979351
856,8615-1902,0.0,3.16756116987,3.16756116987,26.8216016168,26.8216016168,247.816396996,247.816396996,1.44802867384
857,7991-1902,0.0,0.364234127358,0.364234127358,-42.1264437949,-42.1264437949,388.354018195,388.354018195,1.53076923077
858,7977-1902,0.0,0.402322206244,0.402322206244,20.7132506018,20.7132506018,231.345311424,231.345311424,1.14948453608
859,7990-1902,0.0,1.13072617106,1.13072617106,19.796450729,19.796450729,344.417681717,344.417681717,1.43229166667
860,8459-1902,0.0,1.63596281559,1.63596281559,10.5387444662,10.5387444662,200.192278172,200.192278172,1.38901601831
861,8483-1902,0.0,0.227163762671,0.227163762671,1.35998623399,1.35998623399,283.395216309,283.395216309,1.16216216216
862,8618-1902,0.0,0.480448038855,0.480448038855,9.51697627776,9.51697627776,215.982112241,215.982112241,1.15065913371
863,8317-1902,0.0,1.94830919672,1.94830919672,-0.221671707224,-0.221671707224,193.049710775,193.049710775,1.2731277533
864,8261-1902,0.0,0.237373092269,0.237373092269,29.3948287895,29.3948287895,487.480496333,487.480496333,1.41860465116
865,8451-1902,0.0,6.54615393284,6.54615393284,16.0543131491,16.0543131491,158.961661345,158.961661345,1.06
866,8482-1902,0.0,1.86849018592,1.86849018592,-15.9450760642,-15.9450760642,284.958771854,284.958771854,1.15441176471
867,8082-1902,0.0,0.710226242592,0.710226242592,26.0329236437,26.0329236437,652.163318366,652.163318366,1.71186440678
868,8143-1902,0.0,1.22352960258,1.22352960258,27.3817706127,27.3817706127,308.562114577,308.562114577,1.20930232558
869,8256-1902,0.0,0.514885398807,0.514885398807,3.72924452621,3.72924452621,328.038518659,328.038518659,1.22535211268
870,8249-1902,0.0,1.76897960635,1.76897960635,32.6966216261,32.6966216261,250.913432131,250.913432131,1.28368794326
871,8274-1902,0.0,0.161074037983,0.161074037983,-15.4965169988,-15.4965169988,200.236997857,200.236997857,1.27868852459
872,8258-1902,0.0,0.331419020014,0.331419020014,9.45489740305,9.45489740305,249.533240523,249.533240523,1.41561712846
873,8259-1902,0.0,0.425516220837,0.425516220837,23.1025481683,23.1025481683,245.957687218,245.957687218,1.34146341463
874,8257-1902,0.0,0.530347148459,0.530347148459,34.7471887712,34.7471887712,346.001386189,346.001386189,1.35266821346
875,8440-1902,0.0,3.46690635537,3.46690635537,8.42194928534,8.42194928534,217.704072014,217.704072014,1.33763837638
876,8453-1902,0.0,0.716103791821,0.716103791821,18.3179853912,18.3179853912,245.514001133,245.514001133,1.27294117647
877,8131-1902,0.0,0.560815583807,0.560815583807,63.1988818402,63.1988818402,243.510383392,243.510383392,2.0
878,8083-1902,0.0,1.120094384,1.120094384,14.1398762481,14.1398762481,424.371006399,424.371006399,1.63541666667
879,8081-1902,0.0,3.18019965403,3.18019965403,8.1375176561,8.1375176561,189.516129036,189.516129036,1.05376344086
880,8452-1902,0.0,9.40527297077,9.40527297077,-30.0626081798,-30.0626081798,212.080440657,212.080440657,1.607907743
881,8132-1902,0.0,0.34135706203,0.34135706203,20.2111404863,20.2111404863,407.327406593,407.327406593,1.24347826087
882,8133-1902,0.0,0.0635092277951,0.0635092277951,50.9185304022,50.9185304022,84.8927430416,84.8927430416,1.14285714286
883,8134-1902,0.0,0.194389966627,0.194389966627,-113.561159241,-113.561159241,739.98744867,739.98744867,1.57142857143
884,8137-1902,0.0,0.44165256775,0.44165256775,32.8776284032,32.8776284032,282.406289478,282.406289478,1.31976744186
885,8247-1902,0.0,0.0588896382185,0.0588896382185,97.6437700199,97.6437700199,112.619808309,112.619808309,1.25
886,8140-1902,0.0,0.543189500794,0.543189500794,-2.76950641708,-2.76950641708,229.380300306,229.380300306,1.0566572238
887,8626-1902,0.0,1.3606109456,1.3606109456,-11.8807026418,-11.8807026418,226.120052302,226.120052302,1.20749279539
888,8135-1902,0.0,8.08386833554,8.08386833554,-82.250089949,-82.250089949,503.840334349,503.840334349,1.95422535211
889,8250-1902,0.0,0.573455785643,0.573455785643,-24.0209071586,-24.0209071586,411.028069384,411.028069384,1.63736263736
